,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%,url_list, , .1,Unnamed: 0,Team,Minutes
358,Justin James,SG,23.0,SAC,8.0,0.0,97.0,7.6,16.2,0.469,1.5,5.1,0.3,6.1,11.1,0.545,0.5,3.0,0.16699999999999998,0.0,5.1,5.1,3.0,1.0,2.0,1.0,3.5,17.2,99.0,112.0,10.3,0.491,0.313,0.188,0.0,12.1,5.9,9.5,1.0,3.8,5.5,16.5,0.0,0.1,0.1,0.03,-3.6,-0.3,-3.9,0.0,"$898,310",-3.5,0.8,-2.7,-9.2,8.6,-0.6,-4.7,2.4,-2.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jamesju01.html,0.0,0.0,138.0,Kings,97.0
359,LeBron James,PG,35.0,LAL,18.0,18.0,636.0,13.4,27.0,0.496,2.7,7.8,0.35,10.7,19.3,0.555,5.5,8.1,0.6759999999999999,1.4,8.4,9.9,14.9,1.7,0.8,4.8,2.0,35.0,117.0,103.0,27.6,0.5720000000000001,0.287,0.301,3.3,19.3,11.4,51.5,1.7,1.5,13.6,31.6,2.2,1.1,3.3,0.249,7.1,2.1,9.2,1.8,"$37,436,858",7.5,0.5,8.0,9.8,4.9,14.7,8.2,1.3,9.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jamesle01.html,0.0,0.0,0.0,Lakers,636.0
360,Amile Jefferson,PF,26.0,ORL,3.0,0.0,9.0,16.4,16.4,1.0,0.0,0.0,0.0,16.4,16.4,1.0,0.0,0.0,0.0,10.9,5.5,16.4,10.9,0.0,0.0,5.5,0.0,32.8,157.0,112.0,39.5,1.0,0.0,0.0,22.5,12.3,17.6,49.0,0.0,0.0,25.0,19.3,0.1,0.0,0.1,0.39299999999999996,13.3,-1.5,11.8,0.0,"$1,355,851",6.2,-15.9,-9.8,-3.6,0.5,-3.1,4.8,-13.8,-9.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jeffeam01.html,0.0,0.0,378.0,Magic,9.0
361,Alize Johnson,SF,23.0,IND,7.0,0.0,36.0,6.7,14.8,0.455,0.0,0.0,0.0,6.7,14.8,0.455,4.0,5.4,0.75,8.1,8.1,16.1,2.7,0.0,0.0,1.3,5.4,17.5,120.0,108.0,15.0,0.509,0.0,0.364,18.1,18.0,18.1,7.4,0.0,0.0,7.3,16.4,0.1,0.0,0.1,0.158,-0.9,-1.7,-2.6,0.0,"$1,416,852",3.3,-4.6,-1.3,8.1,-9.5,-1.4,4.4,-5.8,-1.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsal02.html,0.0,0.0,346.0,Pacers,36.0
362,Cameron Johnson,PF,23.0,PHO,15.0,0.0,293.0,7.5,17.2,0.435,4.8,11.6,0.41100000000000003,2.7,5.6,0.486,2.5,2.7,0.941,1.8,4.9,6.7,1.8,1.4,0.8,1.6,4.1,22.3,114.0,110.0,14.2,0.606,0.6759999999999999,0.157,4.1,11.9,7.9,5.5,1.4,1.5,8.0,18.2,0.4,0.3,0.7,0.11199999999999999,1.7,-1.3,0.4,0.2,"$4,033,440",0.5,-0.8,-0.3,-4.6,3.0,-1.6,-0.5,-0.1,-0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsca02.html,0.0,0.0,100.0,Suns,293.0
363,James Johnson,PF,32.0,MIA,6.0,0.0,68.0,5.6,12.6,0.444,1.4,6.3,0.222,4.2,6.3,0.667,1.4,2.8,0.5,1.4,6.3,7.7,2.8,2.1,1.4,2.8,3.5,14.0,94.0,103.0,9.3,0.506,0.5,0.222,3.6,14.2,9.2,8.5,2.1,2.9,16.8,15.0,0.0,0.1,0.1,0.057999999999999996,-3.7,1.6,-2.1,0.0,"$15,349,400",-3.7,4.5,0.9,7.0,2.4,9.4,-2.0,4.3,2.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsja01.html,0.0,0.0,301.0,Heat,68.0
364,Keldon Johnson,SF,20.0,SAS,1.0,0.0,2.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,-19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.1,0.0,0.0,0.0,-0.535,-20.6,-6.9,-27.5,0.0,"$1,950,600",-21.4,-25.6,-47.0,-12.4,1.6,-10.8,-20.9,-22.0,-42.9,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnske04.html,0.0,0.0,171.0,Spurs,2.0
365,Stanley Johnson,PF,23.0,TOR,5.0,0.0,19.0,7.5,22.5,0.33299999999999996,2.5,10.0,0.25,5.0,12.5,0.4,0.0,0.0,0.0,5.0,12.5,17.5,0.0,2.5,0.0,10.0,15.0,17.5,61.0,98.0,-3.4,0.389,0.444,0.0,11.5,25.3,18.8,0.0,2.5,0.0,30.8,29.3,-0.1,0.0,-0.1,-0.218,-14.5,-5.1,-19.5,-0.1,"$3,623,000",-11.4,2.9,-8.5,-16.4,1.6,-14.8,-13.0,2.7,-10.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsst04.html,0.0,0.0,287.0,Raptors,19.0
366,Tyler Johnson,SG,27.0,PHO,17.0,3.0,345.0,5.5,14.2,0.39,2.4,7.2,0.34,3.1,7.0,0.442,2.4,3.2,0.75,0.7,3.9,4.6,5.5,0.8,0.8,2.4,3.7,16.0,101.0,112.0,9.2,0.511,0.505,0.22899999999999998,1.6,9.4,5.4,16.4,0.8,1.5,13.5,16.5,0.1,0.2,0.3,0.039,-1.9,-1.0,-2.9,-0.1,"$19,245,370",-3.1,-1.9,-5.0,-11.3,1.4,-9.9,-4.8,-1.4,-6.2,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/johnsty01.html,0.0,0.0,93.0,Suns,345.0
367,Damian Jones,C,24.0,ATL,17.0,9.0,308.0,7.3,10.5,0.696,0.3,0.6,0.5,7.0,9.9,0.708,2.9,4.1,0.7040000000000001,3.9,5.3,9.3,2.0,1.4,2.4,1.7,8.3,17.7,136.0,114.0,16.8,0.723,0.057999999999999996,0.391,9.3,12.6,11.0,6.3,1.4,4.8,12.0,12.3,0.8,0.1,1.0,0.151,1.3,0.7,2.0,0.3,"$2,305,057",-0.4,-2.6,-3.0,2.5,-9.5,-6.9,0.1,-3.9,-3.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jonesda03.html,0.0,0.0,471.0,Hawks,308.0
368,Tyus Jones,PG,23.0,MEM,17.0,1.0,330.0,5.9,15.5,0.37799999999999995,0.7,3.9,0.179,5.2,11.6,0.446,2.1,2.9,0.7140000000000001,0.0,2.9,2.9,11.3,2.1,0.0,3.1,2.2,14.5,98.0,115.0,10.5,0.43200000000000005,0.252,0.18899999999999997,0.0,6.8,3.4,33.1,2.1,0.0,15.5,17.8,-0.1,0.1,0.0,-0.002,-3.6,-3.9,-7.4,-0.5,"$8,408,000",-1.8,-3.6,-5.4,-2.6,-4.0,-6.6,-2.0,-3.8,-5.8,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jonesty01.html,0.0,0.0,196.0,Grizzlies,330.0
369,DeAndre Jordan,C,31.0,BRK,15.0,3.0,319.0,6.7,10.1,0.667,0.0,0.0,0.0,6.7,10.1,0.667,3.1,4.8,0.636,4.8,15.2,20.0,4.5,0.9,2.5,2.2,5.0,16.5,133.0,104.0,20.4,0.6759999999999999,0.0,0.478,10.9,33.6,22.4,14.1,0.9,4.2,15.2,12.8,0.9,0.5,1.4,0.21100000000000002,-0.1,3.5,3.4,0.4,"$9,881,598",-0.1,0.3,0.2,-5.1,-1.6,-6.6,-1.0,0.0,-1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/jordade01.html,0.0,0.0,350.0,Nets,319.0
370,Cory Joseph,PG,28.0,SAC,17.0,8.0,403.0,4.6,12.7,0.365,0.6,3.0,0.2,4.0,9.6,0.418,1.5,1.5,1.0,1.3,4.1,5.5,8.0,1.5,1.2,2.7,4.4,11.3,98.0,112.0,8.9,0.426,0.24,0.115,3.1,9.9,6.4,23.1,1.5,2.3,16.8,14.2,-0.1,0.3,0.2,0.022000000000000002,-3.4,0.4,-3.0,-0.1,"$12,000,000",-2.8,-0.3,-3.1,-3.1,-3.8,-6.9,-3.0,-0.9,-4.0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/j/josepco01.html,0.0,0.0,127.0,Kings,403.0
371,Mfiondu Kabengele,C,22.0,LAC,4.0,0.0,14.0,13.4,20.1,0.667,10.0,16.7,0.6,3.3,3.3,1.0,6.7,6.7,1.0,0.0,10.0,10.0,0.0,0.0,3.3,0.0,10.0,43.5,182.0,103.0,35.4,0.945,0.833,0.33299999999999996,0.0,21.5,11.0,0.0,0.0,6.5,0.0,20.1,0.1,0.0,0.1,0.43,9.7,-3.7,6.1,0.0,"$1,977,000",14.5,4.4,18.9,15.5,4.0,19.5,15.4,4.4,19.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kabenmf01.html,0.0,0.0,58.0,Clippers,14.0
372,Frank Kaminsky,C,26.0,PHO,17.0,5.0,400.0,6.5,16.3,0.4,2.1,7.2,0.29,4.4,9.1,0.48700000000000004,4.6,6.4,0.7090000000000001,1.6,8.9,10.5,4.1,0.6,0.8,2.3,4.1,19.7,103.0,110.0,11.7,0.515,0.44299999999999995,0.39299999999999996,3.8,21.3,12.4,12.4,0.6,1.5,10.9,19.6,0.2,0.4,0.5,0.063,-1.8,-0.2,-2.0,0.0,"$4,767,000",-2.5,-2.9,-5.4,-6.9,-1.8,-8.7,-3.5,-2.8,-6.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kaminfr01.html,0.0,0.0,98.0,Suns,400.0
373,Enes Kanter,C,27.0,BOS,10.0,3.0,160.0,8.1,13.8,0.5870000000000001,0.0,0.3,0.0,8.1,13.5,0.6,5.4,8.4,0.643,7.5,10.8,18.3,3.6,2.7,1.2,2.7,3.6,21.6,126.0,99.0,23.7,0.617,0.022000000000000002,0.609,16.1,22.9,19.5,11.4,2.7,2.4,13.4,17.9,0.5,0.3,0.8,0.249,1.6,3.2,4.8,0.3,"$4,767,000",3.5,2.3,5.7,4.3,-1.0,3.3,3.8,1.7,5.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kanteen01.html,0.0,0.0,269.0,Celtics,160.0
374,Luke Kennard,SG,23.0,DET,18.0,15.0,611.0,7.8,18.1,0.434,3.6,9.4,0.381,4.3,8.7,0.491,4.3,4.8,0.885,0.3,4.9,5.2,6.3,0.7,0.2,2.1,3.2,23.5,118.0,114.0,15.1,0.583,0.518,0.268,0.8,11.5,6.2,20.1,0.7,0.4,9.3,20.0,1.3,0.3,1.5,0.122,2.3,-2.4,-0.2,0.3,"$3,827,160",3.0,-3.2,-0.2,4.3,-4.3,0.0,3.4,-3.5,-0.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kennalu01.html,0.0,0.0,449.0,Pistons,611.0
375,Stanton Kidd,SF,27.0,UTA,4.0,0.0,15.0,0.0,9.6,0.0,0.0,3.2,0.0,0.0,6.4,0.0,0.0,0.0,0.0,0.0,9.6,9.6,3.2,0.0,0.0,6.4,9.6,0.0,12.0,107.0,-13.6,0.0,0.33299999999999996,0.0,0.0,20.6,10.8,8.5,0.0,0.0,40.0,14.5,-0.1,0.0,-0.1,-0.31,-16.3,1.1,-15.2,-0.1,"$250,000",-13.9,8.6,-5.4,-7.4,7.0,-0.5,-13.5,8.6,-5.0,-0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kiddst01.html,0.0,0.0,75.0,Jazz,15.0
376,Michael Kidd-Gilchrist,PF,26.0,CHO,2.0,0.0,18.0,5.4,26.8,0.2,2.7,8.1,0.33299999999999996,2.7,18.8,0.14300000000000002,5.4,5.4,1.0,2.7,13.4,16.1,2.7,0.0,0.0,2.7,8.1,18.8,73.0,113.0,0.4,0.322,0.3,0.2,5.9,32.4,18.5,8.0,0.0,0.0,8.4,28.5,-0.1,0.0,-0.1,-0.184,-11.6,-5.4,-17.0,-0.1,"$13,000,000",-9.0,-2.5,-11.4,-17.1,4.6,-12.5,-10.8,-1.2,-12.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kiddgmi01.html,0.0,0.0,402.0,Hornets,18.0
377,Maxi Kleber,C,28.0,DAL,16.0,5.0,409.0,5.1,12.2,0.423,2.8,7.8,0.358,2.3,4.3,0.541,1.9,2.1,0.889,2.7,8.1,10.8,2.0,0.5,1.5,1.4,3.9,15.0,118.0,110.0,11.8,0.5720000000000001,0.644,0.17300000000000001,6.0,16.9,11.6,5.5,0.5,2.6,9.7,12.7,0.6,0.3,0.9,0.107,0.2,0.3,0.4,0.2,"$8,000,000",-1.0,1.2,0.2,-7.5,4.4,-3.2,-2.3,1.9,-0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/klebima01.html,0.0,0.0,82.0,Mavericks,409.0
378,Brandon Knight,PG,28.0,CLE,6.0,0.0,76.0,7.0,20.3,0.344,5.7,16.5,0.34600000000000003,1.3,3.8,0.33299999999999996,1.3,2.5,0.5,0.6,3.8,4.4,7.6,1.3,0.0,3.8,5.1,21.0,98.0,115.0,9.5,0.489,0.813,0.125,1.4,8.7,5.0,24.6,1.3,0.0,15.1,22.3,0.0,0.0,0.0,-0.004,0.2,-4.1,-4.0,0.0,"$15,643,750",-3.1,-3.9,-6.9,2.4,-11.2,-8.7,-2.1,-5.4,-7.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/knighbr03.html,0.0,0.0,429.0,Cavaliers,76.0
379,Furkan Korkmaz,SG,22.0,PHI,17.0,5.0,382.0,7.0,16.1,0.43799999999999994,3.6,10.0,0.363,3.4,6.0,0.563,1.5,1.9,0.8,0.5,4.3,4.8,1.8,0.5,0.6,1.8,3.8,19.2,106.0,108.0,9.6,0.568,0.625,0.11699999999999999,1.2,9.7,5.5,5.2,0.5,1.1,9.4,16.5,0.2,0.4,0.6,0.081,-0.9,-1.7,-2.6,-0.1,"$1,620,564",-0.6,-2.6,-3.2,-2.6,-4.4,-7.0,-1.0,-3.1,-4.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/korkmfu01.html,0.0,0.0,329.0,76ers,382.0
380,Luke Kornet,C,24.0,CHI,11.0,0.0,126.0,5.6,16.4,0.341,1.9,8.9,0.20800000000000002,3.7,7.4,0.5,1.9,1.9,1.0,1.9,5.6,7.4,2.2,0.7,3.3,1.1,4.5,14.9,95.0,108.0,9.3,0.433,0.545,0.114,3.9,12.9,8.2,7.0,0.7,6.7,6.1,16.1,-0.1,0.1,0.1,0.028999999999999998,-4.4,1.5,-2.9,0.0,"$2,195,122",-5.6,-8.4,-13.9,0.6,-6.6,-6.0,-4.7,-8.5,-13.2,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kornelu01.html,0.0,0.0,424.0,Bulls,126.0
381,Kyle Korver,SF,38.0,MIL,15.0,0.0,217.0,6.0,15.6,0.387,5.0,12.9,0.387,1.0,2.7,0.385,1.3,1.7,0.75,1.3,3.1,4.4,0.6,1.0,0.8,2.5,2.5,18.3,99.0,107.0,8.9,0.56,0.8270000000000001,0.107,2.8,6.6,4.8,1.8,1.0,1.6,13.3,17.0,0.0,0.3,0.2,0.055,-1.2,-2.0,-3.1,-0.1,"$3,440,000",-1.4,-0.4,-1.8,-5.4,-3.0,-8.4,-2.3,-1.0,-3.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/korveky01.html,0.0,0.0,102.0,Bucks,217.0
382,Kyle Korver,SF,38.0,MIL,15.0,0.0,217.0,6.0,15.6,0.387,5.0,12.9,0.387,1.0,2.7,0.385,1.3,1.7,0.75,1.3,3.1,4.4,0.6,1.0,0.8,2.5,2.5,18.3,99.0,107.0,8.9,0.56,0.8270000000000001,0.107,2.8,6.6,4.8,1.8,1.0,1.6,13.3,17.0,0.0,0.3,0.2,0.055,-1.2,-2.0,-3.1,-0.1,"$2,564,753",-1.4,-0.4,-1.8,-5.4,-3.0,-8.4,-2.3,-1.0,-3.2,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/korveky01.html,0.0,0.0,255.0,Bucks,217.0
383,Rodions Kurucs,PF,21.0,BRK,10.0,0.0,99.0,4.2,10.8,0.391,1.4,3.3,0.429,2.8,7.5,0.375,0.9,2.8,0.33299999999999996,2.3,8.0,10.3,0.5,2.3,0.0,5.6,7.5,10.8,67.0,108.0,1.3,0.449,0.304,0.261,5.3,17.7,11.6,1.4,2.3,0.0,31.9,15.7,-0.3,0.1,-0.2,-0.098,-9.0,-1.0,-10.0,-0.2,"$1,699,236",-8.5,0.6,-7.9,-6.1,3.9,-2.2,-8.5,1.3,-7.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kurucro01.html,0.0,0.0,360.0,Nets,99.0
384,Kyle Kuzma,PF,24.0,LAL,14.0,1.0,322.0,9.4,20.1,0.467,3.7,10.3,0.36200000000000004,5.7,9.8,0.5760000000000001,3.1,4.0,0.778,0.9,6.8,7.7,1.6,0.3,0.7,3.6,4.3,25.6,102.0,107.0,12.1,0.586,0.511,0.2,2.1,15.6,8.9,5.0,0.3,1.4,14.0,22.7,0.1,0.4,0.5,0.07200000000000001,-1.9,-2.4,-4.2,-0.2,"$1,974,600",-3.4,-1.7,-5.1,-3.6,0.4,-3.2,-3.7,-1.5,-5.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/k/kuzmaky01.html,0.0,0.0,14.0,Lakers,322.0
385,Jeremy Lamb,SG,27.0,IND,8.0,8.0,256.0,9.6,20.8,0.46399999999999997,2.1,6.6,0.314,7.6,14.2,0.5329999999999999,4.3,4.9,0.885,1.1,8.1,9.3,4.2,1.7,1.1,1.9,3.8,25.7,114.0,103.0,18.0,0.56,0.318,0.23600000000000002,2.6,18.1,10.4,12.4,1.7,2.1,7.6,22.0,0.4,0.4,0.9,0.165,0.7,1.2,1.9,0.3,"$10,500,000",2.2,2.6,4.8,4.6,-3.3,1.3,2.7,1.6,4.3,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/l/lambje01.html,0.0,0.0,335.0,Pacers,256.0
