,Player18,Pos18,Age18,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18, 18, .118,Player
415,Chasson Randle,PG,25.0,WAS,49.0,2.0,743.0,5.8,13.8,0.419,2.9,7.3,0.4,2.9,6.5,0.441,2.7,4.0,0.6940000000000001,0.6,2.9,3.6,6.2,1.6,0.2,2.7,5.8,17.3,108.0,117.0,9.9,0.555,0.53,0.28600000000000003,1.4,6.8,4.1,17.5,1.6,0.3,15.0,16.4,0.4,0.2,0.6,0.040999999999999995,-1.4,-3.0,-4.4,-0.4,48.0,0.52,1.75,1.13,0.58,1.13,1.44,0.79,2.1,1.23,0.506,0.125,0.2,0.39299999999999996,0.0,38.97,3.76,4.69,52.58,0.0,15.3,13.88,16.31,60.67,67.14,31.92,0.47,0.47,0.35700000000000004,0.5589999999999999,0.0,34.35,50.38,15.27,40.85,6.57,9.39,31.46,7.51,4.23,0.0,0.425,0.214,0.25,0.552,0.313,0.222,0.0,0.0,0.0,Chasson Randle
416,Julius Randle,PF,24.0,NOP,73.0,49.0,2232.0,11.9,22.7,0.524,1.4,4.1,0.344,10.5,18.6,0.564,7.4,10.1,0.731,3.4,9.8,13.2,4.8,1.1,0.9,4.3,5.1,32.6,113.0,112.0,21.0,0.6,0.179,0.447,7.6,21.6,14.7,15.8,1.1,1.6,13.8,27.8,4.2,1.9,6.1,0.131,1.8,-0.4,1.4,1.9,72.0,2.29,13.19,3.06,3.15,5.83,5.43,5.01,5.04,1.432,0.605,0.385,0.33299999999999996,0.34600000000000003,0.0,67.47,10.87,3.9,17.75,0.0,7.85,5.72,10.21,53.9,47.96,43.03,7.25,1.77,0.37200000000000005,0.622,0.9490000000000001,64.63,12.85,22.52,14.59,6.69,23.79,51.77,1.21,1.95,0.0,0.344,0.319,0.414,0.662,0.308,0.381,0.0,0.0,0.0,Julius Randle
418,Davon Reed,SG,23.0,IND,10.0,0.0,47.0,5.2,12.5,0.41700000000000004,2.1,4.2,0.5,3.1,8.3,0.375,0.0,0.0,0.0,2.1,4.2,6.2,3.1,1.0,0.0,1.0,3.1,12.5,107.0,111.0,8.1,0.5,0.33299999999999996,0.0,4.8,9.2,7.1,8.5,1.0,0.0,7.7,12.1,0.0,0.0,0.1,0.064,-2.9,-1.3,-4.2,0.0,10.0,0.5,0.6,0.2,0.4,0.0,0.0,0.7,0.5,1.0,0.75,0.0,0.0,0.5,0.0,33.33,8.33,25.0,33.33,0.0,14.58,10.6,17.43,60.0,66.67,25.0,0.0,8.33,0.25,0.667,0.0,50.0,50.0,0.0,33.33,25.0,8.33,33.33,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,Davon Reed
419,Cameron Reynolds,SG,23.0,MIN,19.0,0.0,259.0,6.1,14.4,0.423,3.9,9.4,0.41200000000000003,2.2,5.0,0.444,1.5,1.7,0.889,0.7,5.0,5.7,2.4,1.1,0.4,0.9,4.8,17.6,118.0,116.0,10.4,0.58,0.654,0.115,1.6,11.3,6.4,6.8,1.1,0.7,5.7,14.1,0.3,0.1,0.4,0.078,-0.1,-2.2,-2.3,0.0,18.0,0.28,0.67,0.94,0.22,0.11,1.89,0.94,2.06,1.2329999999999999,0.364,0.625,0.25,0.42,0.0,15.07,10.96,5.48,68.49,0.0,19.08,19.26,18.95,90.32,87.67,6.85,5.48,0.0,0.43799999999999994,0.0,0.75,22.22,70.0,7.78,47.95,12.33,6.85,12.33,9.59,10.96,0.0,0.429,0.444,0.6,0.33299999999999996,0.14300000000000002,0.625,0.0,0.0,0.0,Cameron Reynolds
420,Josh Richardson,SG,25.0,MIA,73.0,73.0,2539.0,8.1,19.7,0.41200000000000003,3.2,8.9,0.35700000000000004,5.0,10.9,0.45799999999999996,3.8,4.4,0.861,1.0,4.0,5.1,5.7,1.5,0.7,2.2,3.8,23.3,111.0,110.0,14.0,0.536,0.44799999999999995,0.225,2.3,8.8,5.5,17.9,1.5,1.2,9.1,20.9,3.0,2.6,5.6,0.106,1.0,-0.4,0.6,1.7,73.0,1.64,4.93,2.55,1.26,4.84,3.34,4.1,4.16,1.178,0.491,0.45399999999999996,0.381,0.36,0.0,26.22,16.96,12.28,44.35,0.19,15.97,14.46,17.02,60.76,78.46,18.42,2.73,0.39,0.38,0.47600000000000003,0.893,42.85,40.69,16.46,36.84,19.59,15.3,20.57,2.92,4.78,0.0,0.354,0.39299999999999996,0.42,0.54,0.267,0.449,0.0,0.0,0.0,Josh Richardson
421,Malachi Richardson,SG,23.0,TOR,22.0,0.0,103.0,4.2,13.5,0.31,3.7,11.6,0.32,0.5,1.9,0.25,1.9,2.3,0.8,0.9,5.1,6.0,0.0,0.5,0.0,3.7,6.0,14.0,79.0,112.0,0.9,0.48100000000000004,0.862,0.172,2.2,11.2,6.8,0.0,0.5,0.0,20.4,16.4,-0.2,0.1,-0.1,-0.06,-6.3,-4.5,-10.8,-0.2,22.0,0.41,0.09,0.27,0.09,0.0,0.14,0.18,1.05,1.034,0.5,0.0,0.0,0.32,0.0,6.9,3.45,3.45,86.21,0.0,22.0,21.33,22.3,77.78,93.1,6.9,0.0,0.0,0.29600000000000004,0.5,0.0,6.67,80.0,13.33,44.83,3.45,3.45,6.9,6.9,34.48,0.0,0.308,0.0,0.0,0.5,0.0,0.4,0.0,0.0,0.0,Malachi Richardson
422,Austin Rivers,SG,26.0,TOT,76.0,15.0,2028.0,5.5,13.7,0.406,2.5,7.8,0.318,3.1,5.9,0.522,1.2,2.3,0.526,0.6,3.3,3.9,4.0,1.1,0.5,1.6,4.9,14.8,104.0,116.0,7.7,0.503,0.5720000000000001,0.166,1.3,7.5,4.4,11.5,1.1,1.0,10.0,14.5,0.4,0.8,1.2,0.027999999999999997,-2.0,-1.5,-3.5,-0.7,76.0,0.87,3.26,1.82,0.5,1.97,2.14,1.53,2.38,1.08,0.5379999999999999,0.4,1.0,0.32,0.0,36.36,6.12,0.35,56.82,0.35,15.91,12.9,17.97,47.84,71.68,27.8,0.35,0.17,0.33899999999999997,0.5720000000000001,1.0,41.42,50.49,8.09,44.06,1.92,14.86,26.05,5.59,7.34,0.17,0.321,0.364,0.41200000000000003,0.597,0.406,0.23800000000000002,0.0,0.0,0.0,Austin Rivers
423,Devin Robinson,SF,23.0,WAS,7.0,0.0,95.0,9.5,16.0,0.594,0.0,1.0,0.0,9.5,15.0,0.633,4.5,7.0,0.643,3.0,7.0,10.0,3.0,2.0,3.0,1.0,5.5,23.4,127.0,110.0,20.6,0.616,0.063,0.43799999999999994,6.7,16.2,11.4,9.5,2.0,5.3,5.0,17.9,0.2,0.1,0.3,0.175,-0.2,1.2,1.0,0.1,7.0,0.57,4.57,0.29,0.86,0.57,0.29,1.71,4.14,1.469,0.7140000000000001,0.5,0.4,0.0,0.0,65.63,12.5,15.63,6.25,0.0,7.38,4.79,11.15,73.68,46.88,28.13,21.88,3.13,0.467,0.556,1.0,80.85,0.0,19.15,6.25,21.88,25.0,46.88,0.0,0.0,0.0,0.0,0.429,0.625,0.733,0.0,0.0,0.0,0.0,0.0,Devin Robinson
424,Duncan Robinson,PF,24.0,MIA,15.0,1.0,161.0,5.5,14.0,0.391,3.0,10.6,0.28600000000000003,2.4,3.3,0.727,1.2,1.8,0.667,0.6,5.2,5.8,1.5,1.5,0.0,1.2,3.3,15.2,102.0,111.0,7.6,0.514,0.7609999999999999,0.13,1.3,11.2,6.3,4.4,1.5,0.0,7.6,14.0,0.0,0.2,0.2,0.051,-2.6,-1.6,-4.2,-0.1,15.0,0.8,0.8,0.67,0.47,0.0,1.2,1.07,1.07,1.087,0.857,0.5,0.5,0.28600000000000003,0.0,15.22,4.35,4.35,76.09,0.0,20.35,15.78,23.29,94.44,84.78,10.87,4.35,0.0,0.308,0.8,1.0,32.0,60.0,8.0,58.7,8.7,0.0,15.22,10.87,6.52,0.0,0.259,0.5,0.0,0.857,0.6,0.0,0.0,0.0,0.0,Duncan Robinson
426,Jerome Robinson,SG,21.0,LAC,33.0,0.0,320.0,6.5,16.2,0.4,2.7,8.4,0.316,3.8,7.8,0.491,0.9,1.3,0.667,0.4,5.6,6.0,2.8,1.6,0.4,1.9,6.8,16.5,96.0,112.0,7.2,0.491,0.518,0.08199999999999999,1.0,12.2,6.8,8.3,1.6,0.7,10.2,16.7,-0.2,0.3,0.1,0.012,-2.8,-1.5,-4.3,-0.2,32.0,0.44,1.13,0.44,0.38,0.16,0.75,0.19,2.22,1.028,0.5379999999999999,0.5,0.364,0.33299999999999996,0.0,23.85,14.68,10.09,49.54,1.83,17.74,14.84,19.71,70.45,79.82,19.27,0.92,0.0,0.379,0.47600000000000003,1.0,46.43,48.21,5.36,40.37,17.43,12.84,18.35,0.92,8.26,1.83,0.318,0.42100000000000004,0.35700000000000004,0.65,0.0,0.444,0.0,0.0,0.0,Jerome Robinson
427,Mitchell Robinson,C,20.0,NYK,66.0,19.0,1360.0,7.2,10.3,0.6940000000000001,0.0,0.0,0.0,7.2,10.3,0.6940000000000001,2.9,4.8,0.6,6.3,8.7,15.0,1.3,1.8,5.7,1.2,7.7,17.2,140.0,106.0,22.0,0.6920000000000001,0.0,0.46399999999999997,13.3,19.4,16.3,4.2,1.8,10.0,9.1,12.1,4.0,2.2,6.1,0.217,0.5,5.2,5.7,2.7,66.0,0.38,6.09,1.15,2.79,1.74,1.82,1.68,2.11,1.6669999999999998,0.698,0.5,0.0,0.0,0.0,98.97,0.69,0.34,0.0,0.0,1.03,0.75,1.66,64.36,2.06,38.83,46.39,12.71,0.33299999999999996,0.584,0.8440000000000001,83.3,0.0,16.7,0.0,1.03,3.44,95.53,0.0,0.0,0.0,0.0,0.33299999999999996,0.4,0.7090000000000001,0.0,0.0,0.0,0.0,0.0,Mitchell Robinson
428,Rajon Rondo,PG,32.0,LAL,46.0,29.0,1369.0,5.9,14.7,0.405,1.7,4.8,0.359,4.2,9.9,0.428,0.8,1.2,0.639,1.2,7.1,8.3,12.5,1.9,0.2,4.3,3.4,14.4,100.0,110.0,12.1,0.473,0.32899999999999996,0.083,2.6,15.5,9.2,35.5,1.9,0.4,22.1,17.4,-0.2,1.5,1.3,0.047,-2.0,0.5,-1.6,0.1,45.0,0.96,4.76,1.62,0.82,2.71,1.98,2.49,2.04,0.981,0.461,0.278,0.353,0.365,0.0,51.06,8.47,8.0,32.24,0.24,11.89,10.55,12.81,25.0,57.65,40.94,0.94,0.47,0.363,0.44299999999999995,1.0,58.51,35.97,5.52,26.59,10.59,15.76,41.18,3.29,2.35,0.24,0.389,0.33299999999999996,0.313,0.491,0.35700000000000004,0.1,0.0,0.0,0.0,Rajon Rondo
429,Derrick Rose,PG,30.0,MIN,51.0,13.0,1392.0,12.5,25.9,0.48200000000000004,1.9,5.0,0.37,10.6,20.9,0.509,4.7,5.5,0.856,1.1,3.7,4.8,7.6,1.1,0.4,2.8,2.0,31.6,114.0,117.0,19.5,0.557,0.19399999999999998,0.212,2.5,8.3,5.4,26.4,1.1,0.7,9.1,27.3,2.6,0.3,3.0,0.102,2.3,-2.9,-0.6,0.5,51.0,2.1,8.31,2.16,1.33,4.71,3.82,4.39,4.94,1.218,0.54,0.513,0.439,0.373,0.0,41.57,20.72,18.46,18.86,0.4,11.65,9.95,13.24,31.4,67.07,32.67,0.13,0.13,0.43,0.589,1.0,67.39,17.67,14.94,15.67,28.15,20.19,32.4,0.66,2.52,0.4,0.35600000000000004,0.462,0.395,0.623,0.6,0.42100000000000004,0.0,0.0,0.0,Derrick Rose
430,Terrence Ross,SG,27.0,ORL,81.0,0.0,2150.0,10.0,23.4,0.428,4.9,12.9,0.38299999999999995,5.1,10.5,0.484,2.9,3.3,0.875,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,108.0,109.0,15.4,0.561,0.551,0.14,1.3,12.8,7.0,9.9,1.6,1.1,7.6,23.9,1.7,2.6,4.3,0.095,1.0,-1.3,-0.3,0.9,81.0,1.68,2.02,1.78,1.0,2.68,4.69,2.3,5.33,1.1909999999999998,0.598,0.46,0.446,0.38799999999999996,0.0,9.93,12.27,22.69,54.43,0.68,20.16,18.71,21.24,73.86,91.82,4.87,2.82,0.49,0.41,0.54,0.828,36.47,53.23,10.3,48.78,31.55,5.45,7.89,2.14,3.51,0.68,0.381,0.435,0.536,0.642,0.545,0.389,0.0,0.0,0.0,Terrence Ross
431,Terry Rozier,PG,24.0,BOS,79.0,14.0,1791.0,6.9,17.9,0.387,3.2,9.1,0.353,3.7,8.8,0.42200000000000004,2.0,2.5,0.785,0.9,7.4,8.3,6.2,1.8,0.6,1.8,2.7,19.0,106.0,108.0,12.9,0.501,0.506,0.14,1.9,16.4,9.1,17.7,1.8,1.0,8.8,18.6,0.9,2.3,3.2,0.086,-1.0,0.2,-0.7,0.6,79.0,2.04,2.94,1.41,0.77,1.66,2.96,1.85,2.46,1.065,0.506,0.364,0.262,0.354,0.0,27.07,13.23,9.17,50.53,0.0,16.48,14.69,17.61,53.49,77.59,19.1,2.71,0.6,0.353,0.457,0.833,39.27,50.42,10.31,40.15,13.23,15.79,20.45,3.76,6.62,0.0,0.345,0.261,0.371,0.5660000000000001,0.2,0.5,0.0,0.0,0.0,Terry Rozier
432,Ricky Rubio,PG,28.0,UTA,68.0,67.0,1899.0,7.4,18.4,0.40399999999999997,2.0,6.4,0.311,5.4,12.0,0.45399999999999996,4.9,5.7,0.855,0.8,5.3,6.1,10.5,2.3,0.3,4.5,4.5,21.8,105.0,107.0,14.0,0.52,0.348,0.312,1.9,11.8,6.9,32.1,2.3,0.4,17.8,22.7,0.9,2.8,3.7,0.095,-0.6,0.6,0.0,0.9,68.0,1.29,4.26,1.88,0.68,3.04,3.65,3.51,2.5,1.1840000000000002,0.541,0.324,0.431,0.313,0.0,31.37,19.04,14.93,34.52,0.14,14.08,11.85,15.58,51.86,72.05,27.95,0.0,0.0,0.34600000000000003,0.5539999999999999,0.0,50.0,27.43,22.57,23.97,25.07,13.42,26.85,3.29,7.26,0.14,0.29100000000000004,0.38799999999999996,0.35700000000000004,0.561,0.33299999999999996,0.377,0.0,0.0,0.0,Ricky Rubio
433,D'Angelo Russell,PG,22.0,BRK,81.0,81.0,2448.0,12.8,29.5,0.434,4.5,12.3,0.369,8.3,17.1,0.48200000000000004,3.1,4.0,0.78,1.0,5.1,6.1,10.9,1.9,0.4,4.9,2.7,33.3,107.0,110.0,19.4,0.5329999999999999,0.419,0.135,2.3,11.2,6.8,41.3,1.9,0.6,13.6,31.9,2.4,2.6,5.0,0.09699999999999999,3.9,-0.5,3.4,3.3,81.0,2.41,7.23,2.99,1.56,5.58,4.62,5.9,4.46,1.129,0.503,0.491,0.41700000000000004,0.369,0.0,24.52,22.54,11.07,41.79,0.07,15.89,14.54,16.94,28.83,83.06,16.28,0.26,0.4,0.415,0.53,0.75,49.65,41.0,9.35,38.37,20.04,22.21,15.89,1.25,2.18,0.07,0.359,0.434,0.478,0.5479999999999999,0.632,0.39399999999999996,0.0,0.0,0.0,D'Angelo Russell
434,Domantas Sabonis,C,22.0,IND,74.0,5.0,1838.0,11.0,18.6,0.59,0.2,0.5,0.529,10.8,18.2,0.5920000000000001,5.5,7.7,0.715,5.0,13.4,18.4,5.6,1.3,0.8,4.3,6.4,27.8,118.0,104.0,21.9,0.63,0.024,0.41600000000000004,11.5,29.8,20.8,18.2,1.3,1.5,16.2,23.5,4.3,3.3,7.6,0.19699999999999998,1.5,2.2,3.7,2.6,74.0,0.66,9.59,2.15,2.99,3.32,4.14,2.86,3.77,1.4880000000000002,0.6559999999999999,0.391,0.4,0.529,0.0,73.04,12.41,12.13,2.43,0.0,5.76,4.33,7.82,66.34,48.07,36.66,6.85,8.42,0.442,0.693,0.9790000000000001,77.47,2.59,19.94,2.0,18.4,23.11,56.06,0.14,0.29,0.0,0.5710000000000001,0.38,0.469,0.71,0.0,0.5,0.0,0.0,0.0,Domantas Sabonis
435,Brandon Sampson,SG,21.0,CHI,14.0,2.0,214.0,6.3,13.6,0.467,2.5,6.6,0.379,3.9,7.0,0.5479999999999999,0.9,1.4,0.667,0.7,2.9,3.6,2.3,1.8,0.7,2.7,4.3,16.1,98.0,115.0,8.5,0.5670000000000001,0.483,0.1,1.5,6.7,4.1,6.8,1.8,1.2,16.1,15.2,-0.1,0.1,0.0,0.01,-2.8,-1.4,-4.2,-0.1,14.0,0.79,2.43,0.93,0.36,0.14,1.36,1.14,2.43,1.183,0.6,0.5,0.0,0.379,0.0,41.67,6.67,3.33,48.33,0.0,14.08,11.32,16.5,82.14,66.67,26.67,5.0,1.67,0.425,0.5,1.0,47.89,46.48,5.63,33.33,3.33,16.67,31.67,3.33,11.67,0.0,0.35,0.0,0.5,0.632,1.0,0.28600000000000003,0.0,0.0,0.0,Brandon Sampson
436,JaKarr Sampson,SF,25.0,CHI,4.0,0.0,127.0,11.1,20.6,0.537,1.9,5.3,0.35700000000000004,9.2,15.3,0.6,6.5,8.0,0.81,1.9,10.3,12.2,1.5,1.5,1.1,1.5,3.1,30.5,123.0,111.0,22.5,0.633,0.259,0.389,4.2,23.4,13.7,5.3,1.5,2.0,5.9,23.1,0.3,0.1,0.5,0.17300000000000001,0.6,-2.0,-1.5,0.0,4.0,2.5,10.0,3.0,3.0,1.5,7.75,4.25,6.5,1.4809999999999999,0.536,0.857,0.6,0.35700000000000004,0.0,51.85,12.96,9.26,25.93,0.0,10.76,9.55,12.16,51.72,68.52,25.93,1.85,3.7,0.514,0.5710000000000001,1.0,60.0,18.75,21.25,20.37,11.11,29.63,33.33,0.0,5.56,0.0,0.455,0.667,0.5,0.667,0.0,0.0,0.0,0.0,0.0,JaKarr Sampson
440,Mike Scott,PF,30.0,TOT,79.0,3.0,1395.0,5.7,14.2,0.4,3.4,8.5,0.401,2.3,5.7,0.39899999999999997,0.7,1.1,0.667,1.5,7.9,9.3,2.2,0.9,0.4,1.5,5.3,15.5,105.0,112.0,8.6,0.528,0.6,0.079,3.4,17.2,10.5,6.4,0.9,0.7,9.2,14.4,0.4,1.2,1.6,0.053,-1.5,-1.2,-2.7,-0.2,79.0,0.91,1.24,0.59,0.52,1.19,1.99,0.96,1.67,1.093,0.402,0.405,0.4,0.40299999999999997,0.0,23.1,10.0,7.14,59.05,0.71,18.05,17.45,18.45,83.93,85.24,12.38,1.19,1.19,0.38799999999999996,0.385,1.0,29.19,66.01,4.79,42.62,11.19,14.29,14.76,7.86,8.57,0.71,0.391,0.40399999999999997,0.3,0.5,0.39399999999999996,0.47200000000000003,0.0,0.0,0.0,Mike Scott
441,Thabo Sefolosha,SF,34.0,UTA,50.0,2.0,609.0,5.6,11.7,0.47700000000000004,2.7,6.1,0.436,2.9,5.6,0.521,1.1,1.7,0.636,0.6,9.0,9.7,2.1,3.4,0.4,2.0,3.2,14.9,107.0,102.0,12.1,0.599,0.523,0.14800000000000002,1.4,20.1,10.9,6.1,3.4,0.7,13.6,12.9,0.2,1.2,1.5,0.115,-2.0,2.6,0.6,0.4,50.0,0.66,1.24,0.92,0.22,0.2,1.96,0.42,1.22,1.275,0.56,0.455,0.4,0.436,0.0,33.56,7.38,6.71,52.35,0.0,15.01,13.69,16.21,88.73,68.46,26.85,4.03,0.67,0.431,0.55,0.667,38.95,53.68,7.37,20.81,10.07,8.05,29.53,14.77,16.78,0.0,0.419,0.4,0.41700000000000004,0.591,0.545,0.36,0.0,0.0,0.0,Thabo Sefolosha
442,Wayne Selden,SG,24.0,TOT,75.0,13.0,1439.0,6.7,16.4,0.406,1.9,5.9,0.316,4.8,10.5,0.456,2.3,3.1,0.728,1.3,4.9,6.1,3.7,1.1,0.4,2.7,4.4,17.5,95.0,115.0,8.3,0.491,0.36,0.19,2.8,11.0,6.9,11.3,1.1,0.8,13.1,18.4,-1.0,0.8,-0.3,-0.009000000000000001,-3.5,-1.6,-5.1,-1.1,75.0,0.95,2.75,1.16,0.52,1.73,2.07,1.17,1.85,1.064,0.503,0.363,0.489,0.31,0.0,35.82,18.84,9.32,36.02,0.0,13.66,11.76,14.95,59.69,73.08,21.12,3.93,1.86,0.363,0.461,0.8420000000000001,54.86,32.1,13.04,27.12,16.77,20.7,26.5,3.52,5.38,0.0,0.282,0.48100000000000004,0.37,0.516,0.529,0.308,0.0,0.0,0.0,Wayne Selden
443,Collin Sexton,PG,20.0,CLE,82.0,72.0,2605.0,9.9,23.0,0.43,2.3,5.6,0.402,7.6,17.4,0.44,4.1,4.9,0.8390000000000001,1.1,3.4,4.5,4.6,0.8,0.1,3.5,3.5,26.1,101.0,121.0,12.0,0.52,0.245,0.21100000000000002,2.3,8.0,5.0,15.3,0.8,0.2,12.3,25.2,-0.1,-0.5,-0.6,-0.011000000000000001,-1.5,-3.7,-5.2,-2.1,82.0,2.49,6.22,2.27,1.16,4.7,3.76,4.52,3.72,1.136,0.49200000000000005,0.396,0.37799999999999995,0.406,0.0,37.03,17.56,21.04,24.28,0.08,12.96,11.81,13.83,39.11,69.59,29.08,0.75,0.58,0.392,0.513,0.778,58.35,26.04,15.61,21.38,30.65,15.08,29.91,1.08,1.82,0.08,0.419,0.392,0.335,0.537,0.154,0.409,0.0,0.0,0.0,Collin Sexton
444,Landry Shamet,SG,21.0,TOT,79.0,27.0,1802.0,6.3,14.6,0.431,4.4,10.4,0.42200000000000004,1.9,4.2,0.45299999999999996,2.0,2.4,0.8059999999999999,0.6,3.0,3.5,3.1,1.0,0.3,1.2,4.1,18.9,120.0,115.0,11.0,0.604,0.711,0.16699999999999998,1.3,6.4,3.9,9.0,1.0,0.4,7.0,15.0,2.7,0.9,3.6,0.095,1.4,-2.4,-1.0,0.5,79.0,1.34,1.42,1.42,0.78,2.25,2.39,2.73,1.76,1.296,0.522,0.39399999999999996,0.33299999999999996,0.42200000000000004,0.0,16.52,5.92,6.46,71.1,0.0,20.06,19.31,20.62,88.33,85.1,13.11,1.44,0.36,0.41600000000000004,0.479,0.75,20.22,69.39,10.39,56.19,9.34,4.31,15.26,7.0,7.9,0.0,0.409,0.327,0.45799999999999996,0.529,0.436,0.5,0.0,0.0,0.0,Landry Shamet
445,Iman Shumpert,SG,28.0,TOT,62.0,41.0,1481.0,5.3,14.2,0.374,3.0,8.7,0.348,2.3,5.5,0.41600000000000004,1.1,1.4,0.8,0.9,5.0,5.8,3.6,1.9,0.8,1.6,4.0,14.8,103.0,112.0,9.1,0.499,0.612,0.10099999999999999,1.9,11.4,6.5,9.9,1.9,1.4,9.7,14.5,0.1,1.2,1.4,0.045,-1.5,0.1,-1.4,0.2,62.0,1.55,1.23,1.6,0.69,2.58,1.97,1.89,1.06,1.043,0.578,0.226,0.359,0.349,0.0,14.35,6.95,17.49,60.99,0.22,19.47,17.79,20.48,74.25,86.32,13.23,0.22,0.22,0.34,0.593,1.0,30.97,61.29,7.74,41.7,23.09,2.91,12.78,8.52,10.76,0.22,0.32799999999999996,0.33,0.154,0.632,0.368,0.41700000000000004,0.0,0.0,0.0,Iman Shumpert
446,Pascal Siakam,PF,24.0,TOR,80.0,79.0,2548.0,9.8,17.8,0.5489999999999999,1.5,4.0,0.369,8.3,13.7,0.602,4.5,5.7,0.785,2.3,8.0,10.3,4.7,1.4,1.0,2.9,4.5,25.5,120.0,107.0,18.7,0.628,0.226,0.32,5.4,17.5,11.6,14.6,1.4,1.7,12.5,20.8,5.7,3.6,9.3,0.175,2.0,1.4,3.4,3.5,80.0,3.78,10.48,3.13,1.54,4.66,3.8,5.7,2.59,1.433,0.633,0.40700000000000003,0.444,0.373,0.0,66.35,9.1,1.9,22.43,0.21,8.24,6.03,10.93,56.65,51.96,39.37,6.35,2.33,0.434,0.632,0.9670000000000001,64.99,17.5,17.5,6.67,5.08,24.02,48.25,7.3,8.47,0.21,0.27,0.43799999999999994,0.42700000000000005,0.706,0.391,0.43799999999999994,0.0,0.0,0.0,Pascal Siakam
447,Jordan Sibert,SG,26.0,ATL,1.0,0.0,4.0,11.6,11.6,1.0,11.6,11.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7,300.0,123.0,29.7,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.183,13.0,-6.7,6.3,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,25.0,25.0,0.0,100.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jordan Sibert
448,Ben Simmons,PG,22.0,PHI,79.0,79.0,2700.0,9.4,16.8,0.563,0.0,0.1,0.0,9.4,16.7,0.5660000000000001,4.5,7.5,0.6,3.0,9.2,12.2,10.7,2.0,1.1,4.8,3.7,23.4,114.0,108.0,20.0,0.5820000000000001,0.006,0.446,6.9,20.0,13.7,34.2,2.0,1.8,19.3,22.1,4.6,3.6,8.2,0.146,1.4,2.6,4.1,4.1,79.0,3.33,13.32,2.41,2.18,5.22,3.97,4.34,3.32,1.393,0.616,0.33799999999999997,0.105,0.0,0.0,83.23,14.17,1.98,0.63,0.0,3.66,2.38,5.31,43.52,35.42,46.04,14.17,4.38,0.391,0.588,0.912,80.78,0.0,19.22,0.63,6.98,26.35,66.04,0.0,0.0,0.0,0.0,0.209,0.39899999999999997,0.67,0.0,0.0,0.0,0.0,0.0,Ben Simmons
449,Jonathon Simmons,SG-SF,29.0,TOT,56.0,9.0,1064.0,6.1,16.0,0.38,1.3,4.7,0.26899999999999996,4.8,11.2,0.42700000000000005,3.3,4.4,0.742,1.2,4.5,5.8,5.8,1.3,0.7,3.1,4.1,16.7,95.0,111.0,8.5,0.466,0.297,0.27699999999999997,2.7,10.0,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013000000000000001,-4.1,-0.6,-4.8,-0.7,56.0,0.84,3.0,1.21,0.57,1.41,1.98,1.11,2.04,1.046,0.48700000000000004,0.382,0.256,0.27699999999999997,0.0,43.43,15.71,11.14,28.86,0.86,12.55,9.54,14.4,46.62,68.86,25.14,4.29,1.71,0.332,0.43200000000000005,0.867,57.38,22.95,19.67,21.71,17.71,22.86,29.71,2.57,4.86,0.57,0.25,0.33899999999999997,0.35,0.5379999999999999,0.222,0.41200000000000003,0.0,0.0,0.0,Jonathon Simmons
