Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%
Gerald Green,SG,33,HOU,73,0,1473,7.7,19.2,0.4,5.2,14.7,0.354,2.5,4.6,0.547,1.9,2.3,0.838,1,5.1,6.1,1.3,1.1,0.9,1.8,4.2,22.5,107,113,11.4,0.555,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1,1.9,0.061,-0.8,-2.6,-3.4,-0.5,"$2,564,753 ",0,0,0,0,0,0,0,0,0,0,HOU,73,0,1473,7.7,19.2,0.4,5.2,14.7,0.354,2.5,4.6,0.547,1.9,2.3,0.838,1,5.1,6.1,1.3,1.1,0.9,1.8,4.2,22.5,107,113,11.4,0.555,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1,1.9,0.061,-0.8,-2.6,-3.4,-0.5,73,0.93,1.7,1.37,1.19,2,1.58,2.48,3.19,1.168,0.667,0.313,0.429,0.355,0,14.53,5.54,3.63,76.12,0.17,20.37,18.06,21.9,83.55,88.06,9.69,2.08,0.17,0.363,0.625,0.833,22.22,69.33,8.44,50.87,5.88,6.4,11.42,15.57,9.69,0.17,0.33,0.382,0.378,0.727,0.378,0.446,0,73,0.93,1.7,1.37,1.19,2,1.58,2.48,3.19,1.168,0.667,0.313,0.429,0.355,0,14.53,5.54,3.63,76.12,0.17,20.37,18.06,21.9,83.55,88.06,9.69,2.08,0.17,0.363,0.625,0.833,22.22,69.33,8.44,50.87,5.88,6.4,11.42,15.57,9.69,0.17,0.33,0.382,0.378,0.727,0.378,0.446,0
Glenn Robinson,SF,26,GSW,19,19,604,7.1,14.6,0.484,2,4.8,0.41,5.1,9.8,0.52,1.7,2,0.846,2.5,4.5,7.1,3.2,1.6,0.3,1.3,2.4,17.8,117,116,13.9,0.575,0.328,0.14,5.6,10.4,8,10.3,1.6,0.6,7.9,14.9,0.9,0.1,1,0.079,0.8,-1.3,-0.5,0.2,"$1,882,867 ",-0.1,-1.4,-1.4,2,-5.4,-3.4,0.3,-2.1,-1.8,0.3,DET,47,18,610,6,14.2,0.42,1.5,5,0.29,4.5,9.2,0.491,2.6,3.2,0.8,1.4,4.4,5.7,1.7,1.1,0.6,1.5,3.6,16,104,112,8.7,0.511,0.352,0.227,2.9,10,6.4,5.1,1.1,1.1,8.5,15,0.1,0.6,0.7,0.054,-3.5,-0.8,-4.2,-0.3,47,0.74,1.83,1,0.21,1.13,0.96,0.74,1.34,1.125,0.552,0.333,0.529,0.29,0,38.07,17.05,9.66,35.23,0,13.11,10.59,14.93,86.49,67.05,26.7,5.11,1.14,0.339,0.511,0.889,56.57,27.27,16.16,17.05,15.34,22.73,26.7,10.8,7.39,0,0.333,0.481,0.325,0.638,0.211,0.308,0,47,0.74,1.83,1,0.21,1.13,0.96,0.74,1.34,1.125,0.552,0.333,0.529,0.29,0,38.07,17.05,9.66,35.23,0,13.11,10.59,14.93,86.49,67.05,26.7,5.11,1.14,0.339,0.511,0.889,56.57,27.27,16.16,17.05,15.34,22.73,26.7,10.8,7.39,0,0.333,0.481,0.325,0.638,0.211,0.308,0
Goga Bitadze,C,20,IND,12,2,189,6.7,13.6,0.491,1,2.8,0.364,5.6,10.7,0.524,3.6,4.9,0.737,4.1,7.7,11.8,3.6,0.3,4.6,2.3,7.2,17.9,116,102,16.2,0.57,0.208,0.358,9.2,17.1,13.2,9.8,0.3,8.4,12.8,15.9,0.3,0.4,0.7,0.168,-1.1,4.3,3.2,0.2,"$2,816,760 ",-1.9,2.2,0.3,3.5,2.7,6.1,-1,2.3,1.4,0.4,IND,12,2,189,6.7,13.6,0.491,1,2.8,0.364,5.6,10.7,0.524,3.6,4.9,0.737,4.1,7.7,11.8,3.6,0.3,4.6,2.3,7.2,17.9,116,102,16.2,0.57,0.208,0.358,9.2,17.1,13.2,9.8,0.3,8.4,12.8,15.9,0.3,0.4,0.7,0.168,-1.1,4.3,3.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goran Dragić,PG,33,MIA,16,1,460,8.2,18.3,0.446,3.6,8.9,0.407,4.5,9.4,0.484,5.2,7.3,0.704,0.4,4.9,5.3,8.3,1.1,0.4,4.6,2.7,25.1,108,107,15.2,0.583,0.486,0.401,1.1,11,6.3,27.1,1.1,0.9,17.8,23.7,0.6,0.6,1.1,0.117,0.4,-1.4,-1,0.1,"$19,217,900 ",2.2,-2.5,-0.3,-1.2,-6.8,-8,1.7,-3.5,-1.7,0.2,MIA,36,22,991,8.8,21.3,0.413,2.8,8.1,0.348,6,13.3,0.454,3.9,5,0.782,1,4.5,5.5,8.6,1.5,0.2,3.5,4,24.4,106,111,13.9,0.517,0.379,0.233,2.1,9.8,6,27.3,1.5,0.5,12.9,23.7,0.6,1,1.6,0.079,0.1,-1.3,-1.2,0.2,36,1.83,5.78,2.31,0.75,3.36,4.31,3.19,2.86,1.141,0.521,0.347,0.321,0.348,0,39.03,16.63,6.47,37.88,0,13.29,11.22,14.75,44.69,67.67,31.87,0,0.46,0.355,0.536,0,49.39,34.62,15.99,30.48,12.93,18.01,31.18,4.16,3.23,0,0.364,0.321,0.359,0.563,0.222,0.357,0,36,1.83,5.78,2.31,0.75,3.36,4.31,3.19,2.86,1.141,0.521,0.347,0.321,0.348,0,39.03,16.63,6.47,37.88,0,13.29,11.22,14.75,44.69,67.67,31.87,0,0.46,0.355,0.536,0,49.39,34.62,15.99,30.48,12.93,18.01,31.18,4.16,3.23,0,0.364,0.321,0.359,0.563,0.222,0.357,0
Grant Williams,PF,21,BOS,16,0,236,2.4,9.6,0.255,0,4.3,0,2.4,5.3,0.462,2.4,3.1,0.8,2.4,5.3,7.7,2.9,1.6,1.8,2.6,5.7,7.3,77,104,3.9,0.336,0.447,0.319,5.2,11.2,8.2,7.6,1.6,3.6,19.5,12,-0.4,0.4,-0.1,-0.011,-5.9,2.9,-3,-0.1,"$2,379,840 ",-7,0.9,-6.1,-4.1,5.8,1.7,-6.9,1.8,-5.1,-0.3,BOS,16,0,236,2.4,9.6,0.255,0,4.3,0,2.4,5.3,0.462,2.4,3.1,0.8,2.4,5.3,7.7,2.9,1.6,1.8,2.6,5.7,7.3,77,104,3.9,0.336,0.447,0.319,5.2,11.2,8.2,7.6,1.6,3.6,19.5,12,-0.4,0.4,-0.1,-0.011,-5.9,2.9,-3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guerschon Yabusele,PF,23,BOS,41,1,251,6.7,14.8,0.455,1.7,5.4,0.321,5,9.4,0.531,2.9,4.2,0.682,4.4,5.8,10.2,2.9,1.5,1.3,2.9,6.1,18,108,109,12.4,0.542,0.364,0.286,9.8,12.8,11.3,8.2,1.5,2.5,14.8,17.5,0.2,0.3,0.5,0.09,-2.1,-0.1,-2.1,0,"$3,117,240 ",0,0,0,0,0,0,0,0,0,0,BOS,41,1,251,6.7,14.8,0.455,1.7,5.4,0.321,5,9.4,0.531,2.9,4.2,0.682,4.4,5.8,10.2,2.9,1.5,1.3,2.9,6.1,18,108,109,12.4,0.542,0.364,0.286,9.8,12.8,11.3,8.2,1.5,2.5,14.8,17.5,0.2,0.3,0.5,0.09,-2.1,-0.1,-2.1,0,41,0.24,1.17,0.37,0.29,0.15,0.24,0.22,1.68,1.221,0.6,0.167,0.333,0.321,0,51.95,7.79,3.9,36.36,0,11.86,9,14.24,71.43,63.64,29.87,2.6,3.9,0.367,0.609,1,55.32,28.72,15.96,28.57,9.09,12.99,41.56,3.9,3.9,0,0.364,0.286,0.4,0.625,0,0.333,0,41,0.24,1.17,0.37,0.29,0.15,0.24,0.22,1.68,1.221,0.6,0.167,0.333,0.321,0,51.95,7.79,3.9,36.36,0,11.86,9,14.24,71.43,63.64,29.87,2.6,3.9,0.367,0.609,1,55.32,28.72,15.96,28.57,9.09,12.99,41.56,3.9,3.9,0,0.364,0.286,0.4,0.625,0,0.333,0
Harry Giles,PF,21,SAC,7,0,52,10.4,23.6,0.44,0,0,0,10.4,23.6,0.44,1.9,1.9,1,2.8,3.8,6.6,4.7,1.9,2.8,4.7,12.3,22.7,90,109,9.8,0.464,0,0.08,6.5,9,7.7,16.3,1.9,5.3,16.2,25.9,-0.1,0.1,0,-0.028,-5.7,0.9,-4.9,0,"$2,578,800 ",-8.6,-3.4,-12,-13,-1.5,-14.5,-9.9,-3.2,-13.1,-0.3,SAC,58,0,820,9.9,19.8,0.503,0,0.3,0,9.9,19.4,0.512,3.3,5.2,0.637,3.7,8.9,12.6,4.8,1.8,1.2,4.1,8.5,23.2,102,109,14.4,0.526,0.017,0.261,8.1,20.1,14,15.2,1.8,2.3,15.8,23.2,0,1,1,0.056,-3,0.9,-2.1,0,58,0.62,5.34,0.98,1.28,1.52,1.95,1.59,1.98,1.172,0.593,0.389,0.333,0,0,62.07,25.86,10.34,1.44,0.29,6.6,4.73,8.5,65.14,53.16,26.44,10.34,10.06,0.395,0.533,0.861,85.78,0,14.22,0.86,16.95,35.63,45.69,0,0.57,0.29,0,0.339,0.427,0.642,0,0,0,58,0.62,5.34,0.98,1.28,1.52,1.95,1.59,1.98,1.172,0.593,0.389,0.333,0,0,62.07,25.86,10.34,1.44,0.29,6.6,4.73,8.5,65.14,53.16,26.44,10.34,10.06,0.395,0.533,0.861,85.78,0,14.22,0.86,16.95,35.63,45.69,0,0.57,0.29,0,0.339,0.427,0.642,0,0,0
Henry Ellenson,PF,23,BRK,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007,-6.3,0,-6.2,0,0,-0.6,-12.5,-13.1,-17.2,-3.6,-20.8,-3.9,-11.6,-15.4,0,TOT,19,0,259,7.3,17.7,0.411,3.2,7.1,0.447,4.1,10.6,0.386,3.5,4.7,0.76,0.9,11.4,12.3,3,1.3,0.4,1.7,5,21.3,108,112,13.1,0.538,0.4,0.263,2,25.5,13.4,9.6,1.3,0.7,7.8,19,0.2,0.2,0.4,0.077,-2.5,-1.6,-4,-0.1,19,0.74,1.79,0.58,0.42,0.63,1,0.89,3.47,1.2,0.4,0.364,0.333,0.447,0,42.11,11.58,6.32,40,0,13.26,13.23,13.29,79.49,71.58,27.37,1.05,0,0.382,0.462,1,38.6,44.74,16.67,23.16,10.53,23.16,26.32,10.53,6.32,0,0.5,0.5,0.182,0.52,0.4,0.333,0,19,0.74,1.79,0.58,0.42,0.63,1,0.89,3.47,1.2,0.4,0.364,0.333,0.447,0,42.11,11.58,6.32,40,0,13.26,13.23,13.29,79.49,71.58,27.37,1.05,0,0.382,0.462,1,38.6,44.74,16.67,23.16,10.53,23.16,26.32,10.53,6.32,0,0.5,0.5,0.182,0.52,0.4,0.333,0
Ian Mahinmi,C,32,WAS,34,6,498,4.5,9.9,0.452,0.3,1.5,0.188,4.2,8.4,0.5,4,5.8,0.689,4.6,7.6,12.2,2.4,2.4,1.5,2,8,13.2,113,111,12,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1,0.092,-2.3,1.3,-1,0.1,"$15,450,051 ",0,0,0,0,0,0,0,0,0,0,WAS,34,6,498,4.5,9.9,0.452,0.3,1.5,0.188,4.2,8.4,0.5,4,5.8,0.689,4.6,7.6,12.2,2.4,2.4,1.5,2,8,13.2,113,111,12,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1,0.092,-2.3,1.3,-1,0.1,34,0.18,2.59,0.62,1.12,1.26,1.38,0.44,1,1.337,0.553,0.167,0,0.188,0,73.08,11.54,0,15.38,0,6.27,3.6,8.47,63.83,46.15,27.88,7.69,18.27,0.313,0.586,1,63.31,6.47,30.22,5.77,0.96,27.88,55.77,3.85,5.77,0,0.167,0,0.379,0.569,0.25,0.167,0,34,0.18,2.59,0.62,1.12,1.26,1.38,0.44,1,1.337,0.553,0.167,0,0.188,0,73.08,11.54,0,15.38,0,6.27,3.6,8.47,63.83,46.15,27.88,7.69,18.27,0.313,0.586,1,63.31,6.47,30.22,5.77,0.96,27.88,55.77,3.85,5.77,0,0.167,0,0.379,0.569,0.25,0.167,0
Ignas Brazdeikis,SF,21,NYK,5,0,24,6.1,20.4,0.3,0,4.1,0,6.1,16.3,0.375,4.1,4.1,1,2,0,2,2,0,2,4.1,4.1,16.3,74,119,1.3,0.368,0.2,0.2,4.2,0,2.2,6.4,0,4.1,15.5,22.8,-0.1,0,-0.1,-0.169,-9.5,-3.8,-13.3,-0.1,"$898,310 ",-7.2,-9,-16.2,4,1.5,5.6,-5.4,-7.4,-12.8,-0.1,NYK,5,0,24,6.1,20.4,0.3,0,4.1,0,6.1,16.3,0.375,4.1,4.1,1,2,0,2,2,0,2,4.1,4.1,16.3,74,119,1.3,0.368,0.2,0.2,4.2,0,2.2,6.4,0,4.1,15.5,22.8,-0.1,0,-0.1,-0.169,-9.5,-3.8,-13.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ivan Rabb,PF,21,MEM,49,13,721,8,14.6,0.547,0.2,1,0.2,7.8,13.6,0.574,3.4,4.8,0.71,4.8,9.4,14.2,3.7,1.2,1,2.4,6.2,19.6,117,109,16.1,0.586,0.071,0.325,10.7,21.5,16,12,1.2,1.8,12.6,17.2,1.2,0.9,2.1,0.137,-1.3,0.7,-0.6,0.2,"$371,758 ",0,0,0,0,0,0,0,0,0,0,MEM,49,13,721,8,14.6,0.547,0.2,1,0.2,7.8,13.6,0.574,3.4,4.8,0.71,4.8,9.4,14.2,3.7,1.2,1,2.4,6.2,19.6,117,109,16.1,0.586,0.071,0.325,10.7,21.5,16,12,1.2,1.8,12.6,17.2,1.2,0.9,2.1,0.137,-1.3,0.7,-0.6,0.2,49,0.45,4.08,0.78,1.39,1.43,1.86,1.18,1.33,1.34,0.659,0.533,0.207,0.2,0,65.09,14.15,13.68,7.08,0,7.14,4.66,10.13,67.24,52.36,28.77,9.43,9.43,0.441,0.557,1,79.58,3.17,17.25,4.25,21.23,21.23,50.47,1.42,1.42,0,0.333,0.289,0.622,0.673,0,0,0,49,0.45,4.08,0.78,1.39,1.43,1.86,1.18,1.33,1.34,0.659,0.533,0.207,0.2,0,65.09,14.15,13.68,7.08,0,7.14,4.66,10.13,67.24,52.36,28.77,9.43,9.43,0.441,0.557,1,79.58,3.17,17.25,4.25,21.23,21.23,50.47,1.42,1.42,0,0.333,0.289,0.622,0.673,0,0,0
Ja Morant,PG,20,MEM,16,16,457,11.5,24.7,0.465,1.4,3.4,0.412,10.1,21.3,0.474,6.5,8.3,0.78,1.6,3.5,5.1,10.6,2.2,0.5,5.7,2.6,30.9,105,114,19.7,0.544,0.139,0.335,3.7,8.2,6,37,2.2,1,16.6,30.5,0.5,0.2,0.6,0.065,1.5,-2,-0.5,0.2,"$8,730,240 ",0.5,-3.6,-3.1,1,1.8,2.9,0.7,-2.7,-2.1,0.2,MEM,16,16,457,11.5,24.7,0.465,1.4,3.4,0.412,10.1,21.3,0.474,6.5,8.3,0.78,1.6,3.5,5.1,10.6,2.2,0.5,5.7,2.6,30.9,105,114,19.7,0.544,0.139,0.335,3.7,8.2,6,37,2.2,1,16.6,30.5,0.5,0.2,0.6,0.065,1.5,-2,-0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jakob Pöltl,C,24,SAS,19,5,334,6.4,11.4,0.563,0,0,0,6.4,11.4,0.563,2.3,4,0.571,6,9.7,15.6,4,1.4,2.7,2.6,5,15.1,118,110,17.6,0.574,0,0.35,13.1,22.3,17.6,11.2,1.4,4.7,16.3,13.9,0.6,0.3,0.9,0.123,-0.2,2.3,2.1,0.4,"$3,754,886 ",0.2,4.5,4.8,7.5,1.7,9.2,1.6,4.4,6,1.5,SAS,77,24,1273,7.2,11.1,0.645,0,0,0,7.2,11.1,0.645,1.9,3.5,0.533,6.8,8.9,15.7,3.6,1.1,2.6,1.8,4.8,16.2,133,108,19.4,0.64,0,0.317,15.4,19.7,17.6,10,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.5,2.7,4.2,2,77,0.22,4.65,0.71,1.47,1.17,1,1.66,1.66,1.459,0.657,0.421,1,0,0,92.41,6.55,1.03,0,0,2.43,2.13,2.99,70.59,17.93,53.45,9.66,18.97,0.538,0.69,0.893,88.42,0,11.58,0,3.79,20,76.21,0,0,0,0,0.727,0.448,0.692,0,0,0,77,0.22,4.65,0.71,1.47,1.17,1,1.66,1.66,1.459,0.657,0.421,1,0,0,92.41,6.55,1.03,0,0,2.43,2.13,2.99,70.59,17.93,53.45,9.66,18.97,0.538,0.69,0.893,88.42,0,11.58,0,3.79,20,76.21,0,0,0,0,0.727,0.448,0.692,0,0,0
Jalen McDaniels,PF,22,CHO,1,0,3,16.1,32.2,0.5,0,0,0,16.1,32.2,0.5,0,0,0,16.1,0,16.1,0,0,0,0,0,32.2,118,121,26.8,0.5,0,0,35.3,0,18.5,0,0,0,0,28.8,0,0,0,0.124,1,-12.3,-11.4,0,0,12.7,-24.4,-11.7,4.5,-6,-1.6,12,-22.2,-10.2,0,CHO,1,0,3,16.1,32.2,0.5,0,0,0,16.1,32.2,0.5,0,0,0,16.1,0,16.1,0,0,0,0,0,32.2,118,121,26.8,0.5,0,0,35.3,0,18.5,0,0,0,0,28.8,0,0,0,0.124,1,-12.3,-11.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Ennis,SF,29,PHI,18,0,286,7.5,14.2,0.529,2.2,5.7,0.382,5.4,8.5,0.627,2.8,4,0.708,4,6.2,10.2,2,1.3,0.7,2,5.9,20.1,122,105,15.3,0.628,0.4,0.282,9.5,14.1,11.8,6,1.3,1.2,11.2,15.9,0.6,0.4,1,0.166,1.1,-0.4,0.7,0.2,"$1,882,867 ",1.4,-1.1,0.3,5.3,-2.3,3,2.2,-1.4,0.8,0.5,TOT,58,27,1230,5.5,11.6,0.469,2.2,6.2,0.353,3.3,5.5,0.601,2.3,3.2,0.716,2.4,4.8,7.2,1.6,1.6,0.9,1.3,5.9,15.4,119,112,11,0.59,0.531,0.276,5.3,10.9,8.1,4.7,1.6,1.6,9.3,12.7,1.6,1,2.6,0.103,-0.5,-0.2,-0.7,0.4,58,1.43,2.76,1.66,1.22,1.91,1.59,1.48,1.72,1.323,0.625,0.286,0.333,0.353,0,43.54,2.38,1.02,53.06,0,13.77,10.49,16.67,82.61,58.5,28.57,6.8,6.12,0.366,0.571,1,42.67,42.42,14.91,25.85,2.38,4.08,40.48,15.65,11.56,0,0.303,0.429,0.333,0.639,0.37,0.441,0,58,1.43,2.76,1.66,1.22,1.91,1.59,1.48,1.72,1.323,0.625,0.286,0.333,0.353,0,43.54,2.38,1.02,53.06,0,13.77,10.49,16.67,82.61,58.5,28.57,6.8,6.12,0.366,0.571,1,42.67,42.42,14.91,25.85,2.38,4.08,40.48,15.65,11.56,0,0.303,0.429,0.333,0.639,0.37,0.441,0
Jaren Jackson,C,20,MEM,16,16,425,9.8,20.8,0.469,3.7,8.7,0.425,6.1,12.2,0.5,3.6,4.6,0.786,2.5,6.4,8.9,2.1,0.9,1.5,3.3,6.8,26.8,107,114,14.9,0.587,0.417,0.219,5.8,14.9,10.3,6.8,0.9,2.9,12.5,23.4,0.4,0.2,0.5,0.062,0.4,-2,-1.7,0,"$6,927,480 ",-0.7,-1.4,-2.1,0.5,-10.2,-9.7,-0.5,-3,-3.5,-0.2,MEM,58,56,1515,9.8,19.3,0.506,1.7,4.7,0.359,8.1,14.7,0.553,5,6.5,0.766,2.4,6.5,8.9,2.1,1.7,2.7,3.2,7.2,26.2,108,107,16.4,0.591,0.241,0.334,5.3,15,10.1,7.2,1.7,5.1,12.7,22.8,1.2,2.2,3.3,0.105,-1.4,1.4,0.1,0.8,58,1.34,8.24,2,1.6,4.29,3.24,2.97,3.22,1.355,0.58,0.477,0.273,0.359,0,59.42,14.6,1.87,24.11,0,9.39,7.29,11.54,68.79,61.8,26.32,9.17,2.72,0.407,0.581,0.944,61.9,19.17,18.92,18.17,4.58,32.6,38.71,3.06,2.89,0,0.411,0.296,0.422,0.693,0.167,0.235,0,58,1.34,8.24,2,1.6,4.29,3.24,2.97,3.22,1.355,0.58,0.477,0.273,0.359,0,59.42,14.6,1.87,24.11,0,9.39,7.29,11.54,68.79,61.8,26.32,9.17,2.72,0.407,0.581,0.944,61.9,19.17,18.92,18.17,4.58,32.6,38.71,3.06,2.89,0,0.411,0.296,0.422,0.693,0.167,0.235,0
Jarrell Brantley,PF,23,UTA,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,28.7,9.6,0,9.6,0,0,0,232,84,21.6,0,0,0,0,61.7,32.5,25.5,0,16.7,0,0,0,0,0,0.281,-6.9,15.9,8.9,0,0,5,0.4,5.4,28.1,18,46.1,9.6,3.5,13.1,0,UTA,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,28.7,28.7,9.6,0,9.6,0,0,0,232,84,21.6,0,0,0,0,61.7,32.5,25.5,0,16.7,0,0,0,0,0,0.281,-6.9,15.9,8.9,0,0,5,0.4,5.4,28.1,18,46.1,9.6,3.5,13.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarrett Culver,SG,20,MIN,18,8,425,6.7,18.5,0.363,2.2,7.7,0.282,4.5,10.8,0.42,1.7,4.1,0.421,1.9,3.9,5.8,4.5,1.8,1,2.8,4.3,17.3,89,109,8.2,0.426,0.415,0.222,4.3,8.6,6.5,14.3,1.8,1.7,12.2,20.5,-0.5,0.4,-0.2,-0.017,-3.9,-0.2,-4.1,-0.2,"$5,813,640 ",-4.1,-2.2,-6.2,-1.3,1.6,0.3,-3.7,-1.6,-5.4,-0.6,MIN,18,8,425,6.7,18.5,0.363,2.2,7.7,0.282,4.5,10.8,0.42,1.7,4.1,0.421,1.9,3.9,5.8,4.5,1.8,1,2.8,4.3,17.3,89,109,8.2,0.426,0.415,0.222,4.3,8.6,6.5,14.3,1.8,1.7,12.2,20.5,-0.5,0.4,-0.2,-0.017,-3.9,-0.2,-4.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Javonte Green,SF,26,BOS,11,0,72,10,18.7,0.536,1.3,5.3,0.25,8.7,13.4,0.65,1.3,3.3,0.4,1.3,5.3,6.7,2,2.7,0,1.3,6.7,22.7,109,104,14.3,0.563,0.286,0.179,2.9,11.3,7.1,6.7,2.7,0,6.2,19,0.1,0.1,0.2,0.12,-1.1,-0.8,-1.8,0,"$898,310 ",-0.4,-1.4,-1.8,-0.4,-6,-6.4,-0.4,-2.4,-2.9,0,BOS,11,0,72,10,18.7,0.536,1.3,5.3,0.25,8.7,13.4,0.65,1.3,3.3,0.4,1.3,5.3,6.7,2,2.7,0,1.3,6.7,22.7,109,104,14.3,0.563,0.286,0.179,2.9,11.3,7.1,6.7,2.7,0,6.2,19,0.1,0.1,0.2,0.12,-1.1,-0.8,-1.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaxson Hayes,C,19,NOP,15,6,290,7.4,12,0.618,0,0.3,0,7.4,11.7,0.635,4.1,6.6,0.619,4.3,5.4,9.6,1.7,1.7,2.4,2.4,7.9,19,121,112,16,0.635,0.026,0.553,9.5,12.9,11.1,5.3,1.7,4.4,13.7,15.3,0.6,0.2,0.7,0.122,-0.3,0.9,0.6,0.2,"$4,862,040 ",-1.6,-2.9,-4.6,4.9,2.8,7.7,-0.5,-2,-2.5,0,NOP,15,6,290,7.4,12,0.618,0,0.3,0,7.4,11.7,0.635,4.1,6.6,0.619,4.3,5.4,9.6,1.7,1.7,2.4,2.4,7.9,19,121,112,16,0.635,0.026,0.553,9.5,12.9,11.1,5.3,1.7,4.4,13.7,15.3,0.6,0.2,0.7,0.122,-0.3,0.9,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
