Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,Tm18,G18,GS18,MP18,FG18,FGA18,FG%18,3P18,3PA18,3P%18,2P18,2PA18,2P%18,FT18,FTA18,FT%18,ORB18,DRB18,TRB18,AST18,STL18,BLK18,TOV18,PF18,PTS18,ORtg18,DRtg18,PER18,TS%18,3PAr18,FTr18,ORB%18,DRB%18,TRB%18,AST%18,STL%18,BLK%18,TOV%18,USG%18,OWS18,DWS18,WS18,WS/4818,OBPM18,DBPM18,BPM18,VORP18,Games1818,FB18,PAINTPTS18,TO_PTS18,2ND_PTS18,Q1PTS18,Q2PTS18,Q3PTS18,Q4PTS18,PPP18,>8ft%18,8-16ft%18,16-24ft%18,24+%18,BCS%18,>8FTU18,8-16FTU18,16-24FTU18,24+U18,BCU18,AVGDISTA18,AVGDISTM18,AVGDISTF18,AFGM18,JS18,LU18,DUN18,TIPIN18,JS%18,Layup%1818,DUN%18,2PT_m18,3PT_m18,FT_m18,AB_3U18,MRU18,paint_nonra18,ra_usage18,RC_318,LC_318,backcourt_usage18,AB3%18,MR%18,paint_nonra%18,RA%18,RC3%18,LC3%18,BC%18,Games18,FB,PAINTPTS,TO_PTS,2ND_PTS,Q1PTS,Q2PTS,Q3PTS,Q4PTS,PPP,>8ft%,8-16ft%,16-24ft%,24+%,BCS%,>8FTU,8-16FTU,16-24FTU,24+U,BCU,AVGDISTA,AVGDISTM,AVGDISTF,AFGM,JS,LU,DUN,TIPIN,JS%,Layup%18,DUN%,2PT_m,3PT_m,FT_m,AB_3U,MRU,paint_nonra,ra_usage,RC_3,LC_3,backcourt_usage,AB3%,MR%,paint_nonra%,RA%,RC3%,LC3%,BC%
Jaylen Adams,PG,22,ATL,34,1,428,4.1,11.9,0.345,2.7,8,0.338,1.4,3.9,0.361,0.8,1,0.778,1.2,5.3,6.5,7,1.5,0.5,3,4.9,11.7,99,115,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1,19.7,13.5,-0.1,0.2,0.1,0.011,-3.1,-1.3,-4.4,-0.3,"$100,000 ",0,0,0,0,0,0,0,0,0,0,ATL,34,1,428,4.1,11.9,0.345,2.7,8,0.338,1.4,3.9,0.361,0.8,1,0.778,1.2,5.3,6.5,7,1.5,0.5,3,4.9,11.7,99,115,7.6,0.474,0.673,0.082,2.6,12.3,7.4,19.8,1.5,1,19.7,13.5,-0.1,0.2,0.1,0.011,-3.1,-1.3,-4.4,-0.3,33,0.27,0.55,0.64,0.18,0.88,0.52,1.06,0.82,0.991,0.421,0.182,0.5,0.347,0,17.43,10.09,5.5,66.06,0.92,19.61,19.18,19.85,63.16,84.4,15.6,0,0,0.337,0.412,0,24.07,69.44,6.48,53.21,8.26,9.17,15.6,11.01,1.83,0.92,0.397,0.444,0.2,0.412,0.167,0,0,33,0.27,0.55,0.64,0.18,0.88,0.52,1.06,0.82,0.991,0.421,0.182,0.5,0.347,0,17.43,10.09,5.5,66.06,0.92,19.61,19.18,19.85,63.16,84.4,15.6,0,0,0.337,0.412,0,24.07,69.44,6.48,53.21,8.26,9.17,15.6,11.01,1.83,0.92,0.397,0.444,0.2,0.412,0.167,0,0
Jaylen Hoard,SF,20,POR,3,0,11,4.2,8.5,0.5,0,0,0,4.2,8.5,0.5,0,0,0,4.2,12.7,17,4.2,4.2,0,0,4.2,8.5,137,102,16.6,0.5,0,0,9.3,27.4,18.4,11.7,4.2,0,0,7.6,0,0,0,0.182,-0.4,3.5,3.1,0,0,6.6,-7.9,-1.3,-1,-15.2,-16.3,5.5,-9.7,-4.2,0,POR,3,0,11,4.2,8.5,0.5,0,0,0,4.2,8.5,0.5,0,0,0,4.2,12.7,17,4.2,4.2,0,0,4.2,8.5,137,102,16.6,0.5,0,0,9.3,27.4,18.4,11.7,4.2,0,0,7.6,0,0,0,0.182,-0.4,3.5,3.1,0,0,6.6,-7.9,-1.3,-1,-15.2,-16.3,5.5,-9.7,-4.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaylen Nowell,SG,20,MIN,2,0,15,3.1,12.3,0.25,0,9.2,0,3.1,3.1,1,3.1,3.1,1,0,3.1,3.1,9.2,0,0,3.1,3.1,9.2,83,115,3,0.338,0.75,0.25,0,6.7,3.4,26,0,0,18.4,14.8,0,0,0,-0.064,-6.5,-4.8,-11.3,0,"$1,400,000 ",-3.2,-0.9,-4.1,-20.5,10.5,-9.9,-6.6,1.1,-5.4,0,MIN,2,0,15,3.1,12.3,0.25,0,9.2,0,3.1,3.1,1,3.1,3.1,1,0,3.1,3.1,9.2,0,0,3.1,3.1,9.2,83,115,3,0.338,0.75,0.25,0,6.7,3.4,26,0,0,18.4,14.8,0,0,0,-0.064,-6.5,-4.8,-11.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jemerrio Jones,SF,23,LAL,6,2,143,3.9,10.7,0.364,0.7,3.3,0.2,3.3,7.5,0.435,0.3,0.7,0.5,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8,102,105,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1,"$199,000 ",0,0,0,0,0,0,0,0,0,0,LAL,6,2,143,3.9,10.7,0.364,0.7,3.3,0.2,3.3,7.5,0.435,0.3,0.7,0.5,5.2,10.7,15.9,4.2,2.3,1.6,1.6,3.3,8.8,102,105,12.1,0.398,0.303,0.061,11.8,23.4,17.7,11.4,2.3,2.9,12.9,11.3,0,0.2,0.2,0.084,-2.9,3.7,0.8,0.1,6,1.83,3.33,1.33,1.67,0,1.83,1.67,1,0.818,0.5,0,0,0.2,0,60.61,6.06,3.03,30.3,0,10.03,4.75,13.05,66.67,45.45,39.39,3.03,12.12,0.133,0.538,1,74.07,22.22,3.7,30.3,9.09,9.09,51.52,0,0,0,0.2,0,0,0.588,0,0,0,6,1.83,3.33,1.33,1.67,0,1.83,1.67,1,0.818,0.5,0,0,0.2,0,60.61,6.06,3.03,30.3,0,10.03,4.75,13.05,66.67,45.45,39.39,3.03,12.12,0.133,0.538,1,74.07,22.22,3.7,30.3,9.09,9.09,51.52,0,0,0,0.2,0,0,0.588,0,0,0
J.J. Redick,SG,35,NOP,17,13,479,7.6,17,0.444,5.6,11.8,0.48,1.9,5.3,0.364,4.1,4.9,0.843,0.4,4.4,4.8,3.1,0.8,0.5,2.3,2.5,24.9,121,118,15.3,0.649,0.691,0.287,0.9,10.6,5.5,9.4,0.8,0.9,10.7,19,1.1,0,1,0.105,2.9,-3.1,-0.2,0.2,"$13,486,300 ",2.5,-2,0.5,2.1,-1.6,0.6,2.5,-2,0.5,0.8,PHI,76,63,2379,9,20.4,0.44,4.8,12,0.397,4.2,8.4,0.502,4.5,5.1,0.894,0.4,3.3,3.7,4.1,0.6,0.3,2,2.6,27.2,118,115,15.1,0.602,0.589,0.248,0.9,7.2,4.1,12.9,0.6,0.6,8.1,21.9,4.6,1.2,5.9,0.118,2.7,-3.3,-0.7,0.8,76,2,2.05,2.09,1.43,5.21,4.88,4.04,3.63,1.336,0.542,0.436,0.5,0.396,0,11.68,5.36,24.15,58.81,0,20.39,19.44,21.13,89.38,89.68,10.32,0,0,0.423,0.585,0,30.9,52.48,16.62,50.63,27.36,3.89,9.93,5.45,2.73,0,0.39,0.48,0.45,0.588,0.357,0.571,0,76,2,2.05,2.09,1.43,5.21,4.88,4.04,3.63,1.336,0.542,0.436,0.5,0.396,0,11.68,5.36,24.15,58.81,0,20.39,19.44,21.13,89.38,89.68,10.32,0,0,0.423,0.585,0,30.9,52.48,16.62,50.63,27.36,3.89,9.93,5.45,2.73,0,0.39,0.48,0.45,0.588,0.357,0.571,0
Joakim Noah,C,33,MEM,42,1,693,7.9,15.3,0.516,0,0.1,0,7.9,15.2,0.519,5.6,7.8,0.716,4.2,12.9,17.1,6.4,1.4,2.2,3.6,6.9,21.4,113,105,18.6,0.571,0.005,0.512,9.2,29.6,19.3,20.6,1.4,4.2,16.1,20,1,1.2,2.2,0.15,-1.9,3.5,1.6,0.6,"$6,431,666 ",0,0,0,0,0,0,0,0,0,0,MEM,42,1,693,7.9,15.3,0.516,0,0.1,0,7.9,15.2,0.519,5.6,7.8,0.716,4.2,12.9,17.1,6.4,1.4,2.2,3.6,6.9,21.4,113,105,18.6,0.571,0.005,0.512,9.2,29.6,19.3,20.6,1.4,4.2,16.1,20,1,1.2,2.2,0.15,-1.9,3.5,1.6,0.6,42,0.55,5.05,1.38,1.21,1.6,1.9,1.95,1.64,1.399,0.559,0.111,0.267,0,0,88.26,4.23,7.04,0,0.47,3.45,1.73,5.28,73.64,25.35,44.6,20.19,9.86,0.259,0.495,0.907,73.83,0,26.17,0,7.98,16.43,75.12,0,0,0.47,0,0.235,0.257,0.606,0,0,0,42,0.55,5.05,1.38,1.21,1.6,1.9,1.95,1.64,1.399,0.559,0.111,0.267,0,0,88.26,4.23,7.04,0,0.47,3.45,1.73,5.28,73.64,25.35,44.6,20.19,9.86,0.259,0.495,0.907,73.83,0,26.17,0,7.98,16.43,75.12,0,0,0.47,0,0.235,0.257,0.606,0,0,0
John Wall,PG,28,WAS,32,32,1104,10.5,23.7,0.444,2.2,7.2,0.302,8.3,16.4,0.507,5.2,7.5,0.697,0.6,4.3,5,12,2.1,1.2,5.2,3,28.4,104,114,18,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,1.1,-1.2,-0.2,0.5,"$37,800,000 ",0,0,0,0,0,0,0,0,0,0,WAS,32,32,1104,10.5,23.7,0.444,2.2,7.2,0.302,8.3,16.4,0.507,5.2,7.5,0.697,0.6,4.3,5,12,2.1,1.2,5.2,3,28.4,104,114,18,0.527,0.306,0.317,1.5,10.1,5.7,39.2,2.1,2.2,16.1,28.8,0.5,0.7,1.2,0.051,1.1,-1.2,-0.2,0.5,32,3.09,9.38,3.59,0.91,5.5,5.22,5.22,4.31,1.201,0.568,0.411,0.391,0.302,0,43.66,13.22,12.5,30.62,0,12.37,9.37,14.77,25.31,58.33,38.77,2.9,0,0.342,0.565,0.875,58.52,23.08,18.4,27.36,20.47,8.15,40.76,1.99,1.27,0,0.291,0.389,0.356,0.596,0.455,0.286,0,32,3.09,9.38,3.59,0.91,5.5,5.22,5.22,4.31,1.201,0.568,0.411,0.391,0.302,0,43.66,13.22,12.5,30.62,0,12.37,9.37,14.77,25.31,58.33,38.77,2.9,0,0.342,0.565,0.875,58.52,23.08,18.4,27.36,20.47,8.15,40.76,1.99,1.27,0,0.291,0.389,0.356,0.596,0.455,0.286,0
Johnathan Motley,PF,24,LAC,2,0,4,11.7,35.2,0.333,11.7,11.7,1,0,23.4,0,0,0,0,11.7,11.7,23.4,23.4,0,0,23.4,11.7,35.2,88,106,11.5,0.5,0.333,0,26.2,25.1,25.7,82.6,0,0,40,51.1,0,0,0,-0.134,2.4,5.1,7.5,0,0,-10.3,-33.8,-44.1,-9.1,-9.4,-18.5,-10.8,-31.2,-42,-0.1,LAC,22,0,156,11.8,22.1,0.534,0,0.9,0,11.8,21.2,0.557,7.3,12.1,0.6,5.4,10,15.4,3.3,1.5,0.9,4.8,8.2,30.9,106,109,18.9,0.563,0.041,0.548,12.6,21.7,17.3,11.7,1.5,1.5,15,28.8,0.1,0.2,0.3,0.092,-1.8,-1.4,-3.2,0,21,0.48,3.71,0.86,0.95,0.24,1.14,0.38,3.1,1.397,0.623,0.111,0,0,0,83.56,12.33,0,4.11,0,4.23,2.18,6.59,61.54,38.36,38.36,20.55,2.74,0.286,0.571,0.933,76.47,0,23.53,2.74,1.37,32.88,61.64,0,1.37,0,0,0,0.333,0.689,0,0,0,21,0.48,3.71,0.86,0.95,0.24,1.14,0.38,3.1,1.397,0.623,0.111,0,0,0,83.56,12.33,0,4.11,0,4.23,2.18,6.59,61.54,38.36,38.36,20.55,2.74,0.286,0.571,0.933,76.47,0,23.53,2.74,1.37,32.88,61.64,0,1.37,0,0,0,0.333,0.689,0,0,0
Jon Leuer,PF,29,DET,41,1,402,8.1,13.9,0.584,0.1,1.3,0.091,8,12.5,0.637,2.8,3.8,0.742,3.3,8.6,11.9,1.7,1.5,0.5,2.8,7.4,19.1,113,109,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3,-0.1,"$3,169,348 ",0,0,0,0,0,0,0,0,0,0,DET,41,1,402,8.1,13.9,0.584,0.1,1.3,0.091,8,12.5,0.637,2.8,3.8,0.742,3.3,8.6,11.9,1.7,1.5,0.5,2.8,7.4,19.1,113,109,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3,-0.1,40,0.25,2.7,0.65,0.63,0.45,1.18,0.4,1.88,1.381,0.779,0.32,0.444,0.091,0,60.18,22.12,7.96,9.73,0,7.88,4.47,12.68,75.76,51.33,37.17,7.96,3.54,0.362,0.786,1,83.33,1.92,14.74,5.31,22.12,22.12,46.02,0.88,3.54,0,0.167,0.44,0.36,0.865,0,0,0,40,0.25,2.7,0.65,0.63,0.45,1.18,0.4,1.88,1.381,0.779,0.32,0.444,0.091,0,60.18,22.12,7.96,9.73,0,7.88,4.47,12.68,75.76,51.33,37.17,7.96,3.54,0.362,0.786,1,83.33,1.92,14.74,5.31,22.12,22.12,46.02,0.88,3.54,0,0.167,0.44,0.36,0.865,0,0,0
Jonas Valančiūnas,C,27,MEM,17,17,412,10.4,18.9,0.55,1.1,3.1,0.357,9.3,15.8,0.589,2.9,3.4,0.867,4.4,13.6,17.9,3.6,0.6,1.5,4.3,4.9,24.9,109,111,18.6,0.609,0.166,0.178,10.1,31.6,20.8,12.1,0.6,2.7,17.3,22.1,0.5,0.3,0.8,0.094,-0.5,0,-0.5,0.2,"$16,000,000 ",-1.3,1,-0.3,-1.5,0.8,-0.6,-1.4,1.1,-0.3,0.5,TOT,49,27,1091,13.5,24,0.559,0.6,2.1,0.292,12.8,21.9,0.586,6.6,8.3,0.795,4.7,14,18.7,3.1,0.8,2.4,4,6.5,34.1,114,104,24.4,0.616,0.089,0.344,10.7,31.4,21.1,12,0.8,4.4,12.7,28.5,2.2,1.9,4.2,0.183,0.1,1.2,1.2,0.9,49,0.43,10.78,1.84,3.31,4.29,4.14,2.92,4.04,1.418,0.621,0.474,0.438,0.292,0,70.07,18.03,2.97,8.92,0,6.51,5,8.43,59.8,58.55,27.7,7.25,6.51,0.498,0.57,0.949,75.23,5.5,19.27,8.36,9.67,35.69,45.72,0.37,0.19,0,0.267,0.442,0.526,0.663,0.5,1,0,49,0.43,10.78,1.84,3.31,4.29,4.14,2.92,4.04,1.418,0.621,0.474,0.438,0.292,0,70.07,18.03,2.97,8.92,0,6.51,5,8.43,59.8,58.55,27.7,7.25,6.51,0.498,0.57,0.949,75.23,5.5,19.27,8.36,9.67,35.69,45.72,0.37,0.19,0,0.267,0.442,0.526,0.663,0.5,1,0
Jonathon Simmons,SG-SF,29,TOT,56,9,1064,6.1,16,0.38,1.3,4.7,0.269,4.8,11.2,0.427,3.3,4.4,0.742,1.2,4.5,5.8,5.8,1.3,0.7,3.1,4.1,16.7,95,111,8.5,0.466,0.297,0.277,2.7,10,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013,-4.1,-0.6,-4.8,-0.7,"$1,000,000 ",0,0,0,0,0,0,0,0,0,0,TOT,56,9,1064,6.1,16,0.38,1.3,4.7,0.269,4.8,11.2,0.427,3.3,4.4,0.742,1.2,4.5,5.8,5.8,1.3,0.7,3.1,4.1,16.7,95,111,8.5,0.466,0.297,0.277,2.7,10,6.3,16.7,1.3,1.2,14.8,18.7,-0.8,1.1,0.3,0.013,-4.1,-0.6,-4.8,-0.7,56,0.84,3,1.21,0.57,1.41,1.98,1.11,2.04,1.046,0.487,0.382,0.256,0.277,0,43.43,15.71,11.14,28.86,0.86,12.55,9.54,14.4,46.62,68.86,25.14,4.29,1.71,0.332,0.432,0.867,57.38,22.95,19.67,21.71,17.71,22.86,29.71,2.57,4.86,0.57,0.25,0.339,0.35,0.538,0.222,0.412,0,56,0.84,3,1.21,0.57,1.41,1.98,1.11,2.04,1.046,0.487,0.382,0.256,0.277,0,43.43,15.71,11.14,28.86,0.86,12.55,9.54,14.4,46.62,68.86,25.14,4.29,1.71,0.332,0.432,0.867,57.38,22.95,19.67,21.71,17.71,22.86,29.71,2.57,4.86,0.57,0.25,0.339,0.35,0.538,0.222,0.412,0
Jordan Bone,PG,22,DET,3,0,6,16.1,40.3,0.4,0,8.1,0,16.1,32.3,0.5,0,0,0,0,0,0,0,0,0,16.1,16.1,32.3,52,118,-16.4,0.4,0.2,0,0,0,0,0,0,0,28.6,50.7,-0.1,0,-0.1,-0.644,-23.8,-11,-34.8,0,0,-30.5,-11.2,-41.7,-20.2,6.2,-14,-30.2,-8.5,-38.7,-0.1,DET,3,0,6,16.1,40.3,0.4,0,8.1,0,16.1,32.3,0.5,0,0,0,0,0,0,0,0,0,16.1,16.1,32.3,52,118,-16.4,0.4,0.2,0,0,0,0,0,0,0,28.6,50.7,-0.1,0,-0.1,-0.644,-23.8,-11,-34.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan McLaughlin,PG,23,MIN,4,0,57,3.2,12.1,0.267,0.8,6.4,0.125,2.4,5.6,0.429,1.6,1.6,1,0.8,4.8,5.6,6.4,0.8,0,3.2,3.2,8.9,79,112,2.9,0.346,0.533,0.133,1.8,10.6,6.2,18.3,0.8,0,20.1,14.2,-0.1,0,-0.1,-0.062,-6.6,-1.7,-8.4,-0.1,0,-8.1,-4.9,-12.9,-11.5,-4.5,-16,-9.1,-5.1,-14.2,-0.3,MIN,4,0,57,3.2,12.1,0.267,0.8,6.4,0.125,2.4,5.6,0.429,1.6,1.6,1,0.8,4.8,5.6,6.4,0.8,0,3.2,3.2,8.9,79,112,2.9,0.346,0.533,0.133,1.8,10.6,6.2,18.3,0.8,0,20.1,14.2,-0.1,0,-0.1,-0.062,-6.6,-1.7,-8.4,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Poole,SG,20,GSW,19,9,495,5.2,19.1,0.27,2.3,9.8,0.235,2.9,9.4,0.306,3.3,3.8,0.875,0.4,4.5,4.9,4.3,1.1,0.4,2.7,4.1,16,81,117,3.7,0.384,0.51,0.2,0.9,10.3,5.5,13,1.1,0.7,11.4,20.9,-1.2,0,-1.1,-0.11,-5.7,-3.2,-8.9,-0.9,"$1,964,760 ",-4.6,-2.3,-6.9,-5.7,1.9,-3.8,-5,-1.6,-6.6,-1,GSW,19,9,495,5.2,19.1,0.27,2.3,9.8,0.235,2.9,9.4,0.306,3.3,3.8,0.875,0.4,4.5,4.9,4.3,1.1,0.4,2.7,4.1,16,81,117,3.7,0.384,0.51,0.2,0.9,10.3,5.5,13,1.1,0.7,11.4,20.9,-1.2,0,-1.1,-0.11,-5.7,-3.2,-8.9,-0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Gray,PG,26,NOP,2,0,23,2,4,0.5,0,0,0,2,4,0.5,0,0,0,2,2,4,4,0,0,10,2,4,47,121,-4.9,0.5,0,0,4.4,4.8,4.6,10.5,0,0,71.4,12.3,-0.1,0,-0.1,-0.244,-10.7,-2.2,-12.9,-0.1,0,-8.3,0.6,-7.6,-18.5,9.3,-9.2,-10.6,2.3,-8.3,-0.1,NOP,2,0,23,2,4,0.5,0,0,0,2,4,0.5,0,0,0,2,2,4,4,0,0,10,2,4,47,121,-4.9,0.5,0,0,4.4,4.8,4.6,10.5,0,0,71.4,12.3,-0.1,0,-0.1,-0.244,-10.7,-2.2,-12.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Jackson,SG,21,PHO,79,29,1988,8.3,20.2,0.413,1.8,5.4,0.324,6.6,14.8,0.445,3.4,5.1,0.671,1.6,6.7,8.3,4.4,1.8,1.3,4.2,5,21.9,91,114,10.6,0.487,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4,"$7,059,480 ",0,0,0,0,0,0,0,0,0,0,PHO,79,29,1988,8.3,20.2,0.413,1.8,5.4,0.324,6.6,14.8,0.445,3.4,5.1,0.671,1.6,6.7,8.3,4.4,1.8,1.3,4.2,5,21.9,91,114,10.6,0.487,0.268,0.253,3.6,15.9,9.7,14.1,1.8,2.3,15.6,23.9,-2.8,1.1,-1.7,-0.04,-4.3,-0.5,-4.8,-1.4,79,1.81,5.67,1.8,0.87,2.72,3.13,3.06,2.43,1.082,0.473,0.368,0.413,0.327,0,48.75,13.56,10.94,26.52,0.24,11.2,9.55,12.36,56.48,61.12,29.49,7.49,1.9,0.368,0.415,0.794,60.22,24.07,15.71,18.19,15.46,21.28,36.5,3.69,4.64,0.24,0.359,0.385,0.374,0.511,0.323,0.205,0,79,1.81,5.67,1.8,0.87,2.72,3.13,3.06,2.43,1.082,0.473,0.368,0.413,0.327,0,48.75,13.56,10.94,26.52,0.24,11.2,9.55,12.36,56.48,61.12,29.49,7.49,1.9,0.368,0.415,0.794,60.22,24.07,15.71,18.19,15.46,21.28,36.5,3.69,4.64,0.24,0.359,0.385,0.374,0.511,0.323,0.205,0
Josh Magette,PG,30,ORL,2,0,8,12.3,30.7,0.4,0,0,0,12.3,30.7,0.4,0,0,0,6.1,6.1,12.3,12.3,12.3,0,0,0,24.6,108,84,33.5,0.4,0,0,12.6,13.9,13.2,46.6,12.3,0,0,27.1,0,0,0,0.253,6.9,10,16.9,0,0,5.1,8.9,14,3,-18.8,-15.7,5.1,4.3,9.4,0,ORL,2,0,8,12.3,30.7,0.4,0,0,0,12.3,30.7,0.4,0,0,0,6.1,6.1,12.3,12.3,12.3,0,0,0,24.6,108,84,33.5,0.4,0,0,12.6,13.9,13.2,46.6,12.3,0,0,27.1,0,0,0,0.253,6.9,10,16.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juan Hernangómez,PF,24,DEN,9,0,122,4.8,10.4,0.462,2.8,6.8,0.412,2,3.6,0.556,0.8,2,0.4,1.6,7.2,8.8,2.4,0,0.8,2.8,2.8,13.2,100,107,7.8,0.585,0.654,0.192,3.4,15.7,9.5,6.6,0,1.5,19.9,12.3,0,0.2,0.2,0.061,-3,0.1,-3,0,"$3,321,030 ",-2.5,0.9,-1.6,2,3.2,5.2,-1.7,1.2,-0.5,0.1,DEN,70,25,1358,5,11.4,0.439,2.4,6.5,0.365,2.6,4.8,0.541,2.4,3.1,0.767,2.3,7.3,9.6,2,1,0.9,1.3,3.4,14.8,118,110,11,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1,1.6,9.5,12.2,1.6,1.4,3,0.105,-0.9,0,-0.9,0.4,70,0.66,1.91,0.74,1.21,1.54,1.13,1.67,1.49,1.304,0.55,0.333,0.667,0.365,0,38.34,1.92,1.92,57.83,0,15.3,12.94,17.17,84.78,66.13,26.84,4.79,2.24,0.372,0.56,0.8,35.29,48.53,16.18,39.62,2.88,7.03,32.27,9.9,8.31,0,0.387,0.556,0.182,0.624,0.258,0.385,0,70,0.66,1.91,0.74,1.21,1.54,1.13,1.67,1.49,1.304,0.55,0.333,0.667,0.365,0,38.34,1.92,1.92,57.83,0,15.3,12.94,17.17,84.78,66.13,26.84,4.79,2.24,0.372,0.56,0.8,35.29,48.53,16.18,39.62,2.88,7.03,32.27,9.9,8.31,0,0.387,0.556,0.182,0.624,0.258,0.385,0
Justin James,SG,23,SAC,8,0,97,7.6,16.2,0.469,1.5,5.1,0.3,6.1,11.1,0.545,0.5,3,0.167,0,5.1,5.1,3,1,2,1,3.5,17.2,99,112,10.3,0.491,0.313,0.188,0,12.1,5.9,9.5,1,3.8,5.5,16.5,0,0.1,0.1,0.03,-3.6,-0.3,-3.9,0,"$898,310 ",-3.5,0.8,-2.7,-9.2,8.6,-0.6,-4.7,2.4,-2.4,0,SAC,8,0,97,7.6,16.2,0.469,1.5,5.1,0.3,6.1,11.1,0.545,0.5,3,0.167,0,5.1,5.1,3,1,2,1,3.5,17.2,99,112,10.3,0.491,0.313,0.188,0,12.1,5.9,9.5,1,3.8,5.5,16.5,0,0.1,0.1,0.03,-3.6,-0.3,-3.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Robinson,PG,22,WAS,4,0,12,7.7,19.1,0.4,3.8,3.8,1,3.8,15.3,0.25,0,0,0,3.8,7.7,11.5,7.7,0,0,7.7,0,19.1,88,119,9,0.5,0.2,0,8.9,18.6,13.6,21.4,0,0,28.6,23.9,0,0,0,-0.096,-5.3,-3.2,-8.4,0,"$898,310 ",-4.6,-6.8,-11.4,1.4,25.8,27.2,-3.8,-1.1,-4.9,0,WAS,4,0,12,7.7,19.1,0.4,3.8,3.8,1,3.8,15.3,0.25,0,0,0,3.8,7.7,11.5,7.7,0,0,7.7,0,19.1,88,119,9,0.5,0.2,0,8.9,18.6,13.6,21.4,0,0,28.6,23.9,0,0,0,-0.096,-5.3,-3.2,-8.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
