,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
210,Justin Holiday,SG,30,IND,17,2,425,4.9,12.5,.391,2.8,8.1,.352,2.0,4.4,.462,2.2,2.6,.826,0.9,6.5,7.4,3.4,1.4,1.1,1.1,3.6,14.8,,113,105,https://www.basketball-reference.com/players/h/holidju01.html
211,Rondae Hollis-Jefferson,SF,25,TOR,10,0,224,8.5,15.1,.563,0.0,0.4,.000,8.5,14.6,.580,4.2,5.9,.714,6.2,7.2,13.4,3.4,1.7,0.6,2.5,4.9,21.2,,123,103,https://www.basketball-reference.com/players/h/holliro01.html
212,Richaun Holmes,C,26,SAC,17,13,457,8.5,13.1,.648,0.0,0.0,,8.5,13.1,.648,3.0,3.9,.778,4.4,10.4,14.8,1.5,1.4,2.8,1.9,7.3,20.0,,129,107,https://www.basketball-reference.com/players/h/holmeri01.html
213,Rodney Hood,SF,27,POR,17,17,512,6.9,13.1,.528,2.7,5.5,.500,4.2,7.7,.548,1.7,2.3,.760,0.8,4.9,5.7,2.3,1.4,0.4,1.6,3.6,18.3,,123,113,https://www.basketball-reference.com/players/h/hoodro01.html
214,Al Horford,C,33,PHI,17,17,530,9.0,19.2,.472,2.0,6.1,.324,7.0,13.0,.542,2.0,3.0,.667,3.0,8.1,11.1,6.3,1.5,1.4,1.8,3.5,22.1,,116,103,https://www.basketball-reference.com/players/h/horfoal01.html
215,Danuel House,SF,26,HOU,14,13,416,6.0,12.7,.474,4.0,8.9,.444,2.1,3.8,.543,3.0,3.7,.794,1.8,5.3,7.0,1.8,2.0,1.1,1.4,3.1,19.0,,128,109,https://www.basketball-reference.com/players/h/houseda01.html
216,Dwight Howard,C,34,LAL,18,0,366,6.4,8.5,.754,0.0,0.0,,6.4,8.5,.754,3.3,5.9,.556,5.1,11.9,17.0,2.0,0.8,3.4,2.5,9.6,16.1,,130,99,https://www.basketball-reference.com/players/h/howardw01.html
217,Kevin Huerter,SG,21,ATL,10,3,225,6.6,15.6,.427,3.5,9.1,.386,3.1,6.4,.484,2.5,3.1,.800,1.2,6.0,7.3,5.8,1.2,0.6,3.5,4.4,19.3,,107,116,https://www.basketball-reference.com/players/h/huertke01.html
218,De'Andre Hunter,SF,22,ATL,18,18,563,6.4,16.0,.399,2.5,6.6,.375,3.9,9.4,.416,2.7,3.6,.767,0.7,5.4,6.1,2.7,0.9,0.4,2.7,3.8,18.0,,97,117,https://www.basketball-reference.com/players/h/huntede01.html
219,Chandler Hutchison,SF,23,CHI,9,6,154,6.1,13.4,.455,1.5,3.7,.417,4.6,9.7,.469,5.8,8.8,.655,0.3,9.7,10.0,2.4,1.5,0.6,3.7,3.7,19.5,,98,107,https://www.basketball-reference.com/players/h/hutchch01.html
220,Serge Ibaka,C,30,TOR,8,0,183,11.4,21.8,.524,1.3,4.2,.313,10.1,17.7,.574,4.9,6.0,.826,1.8,11.7,13.5,1.6,1.3,2.6,4.4,4.9,29.1,,102,99,https://www.basketball-reference.com/players/i/ibakase01.html
221,Ersan İlyasova,PF,32,MIL,16,0,257,6.5,14.1,.463,1.9,7.2,.268,4.6,6.9,.667,3.0,3.5,.850,3.5,10.6,14.1,1.6,1.4,1.1,0.9,5.3,18.0,,123,102,https://www.basketball-reference.com/players/i/ilyaser01.html
222,Joe Ingles,SF,32,UTA,18,1,496,4.2,11.8,.361,2.4,7.9,.305,1.8,3.9,.475,1.5,1.9,.800,0.5,7.0,7.5,6.0,1.4,0.2,2.5,3.9,12.4,,99,105,https://www.basketball-reference.com/players/i/inglejo01.html
223,Brandon Ingram,PF,22,NOP,14,14,468,12.6,26.2,.481,3.5,8.3,.424,9.1,17.9,.508,6.7,8.2,.810,1.3,8.8,10.1,5.5,1.1,1.4,4.2,3.9,35.4,,113,113,https://www.basketball-reference.com/players/i/ingrabr01.html
224,Kyrie Irving,PG,27,BRK,11,11,372,14.0,31.5,.444,3.9,11.4,.341,10.1,20.1,.503,7.4,7.9,.937,1.3,6.1,7.4,9.9,1.5,0.8,3.3,4.0,39.3,,117,110,https://www.basketball-reference.com/players/i/irvinky01.html
225,Jonathan Isaac,SF,22,ORL,15,15,458,8.2,17.1,.478,2.3,6.3,.356,5.9,10.7,.550,2.9,3.5,.818,2.7,8.8,11.5,2.6,2.5,4.4,2.1,4.0,21.5,,112,99,https://www.basketball-reference.com/players/i/isaacjo01.html
226,Wesley Iwundu,SF,25,ORL,9,3,132,3.0,11.5,.258,0.4,3.4,.111,2.6,8.2,.318,4.8,6.0,.813,1.1,6.3,7.4,2.6,1.5,0.7,1.5,3.0,11.2,,88,107,https://www.basketball-reference.com/players/i/iwundwe01.html
227,Frank Jackson,PG,21,NOP,17,1,277,8.1,20.8,.389,3.3,9.9,.333,4.8,10.9,.439,4.0,5.0,.800,0.8,3.5,4.3,3.1,1.3,0.2,2.8,5.0,23.5,,100,117,https://www.basketball-reference.com/players/j/jacksfr01.html
228,Jaren Jackson,C,20,MEM,16,16,425,9.8,20.8,.469,3.7,8.7,.425,6.1,12.2,.500,3.6,4.6,.786,2.5,6.4,8.9,2.1,0.9,1.5,3.3,6.8,26.8,,107,114,https://www.basketball-reference.com/players/j/jacksja02.html
229,Justin Jackson,PF,24,DAL,16,0,209,8.2,17.2,.480,3.9,8.7,.447,4.4,8.5,.514,2.1,2.5,.818,1.6,7.6,9.2,1.4,0.5,0.5,0.9,3.9,22.4,,123,112,https://www.basketball-reference.com/players/j/jacksju01.html
230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 230
231,Reggie Jackson,PG,29,DET,2,2,36,5.4,14.8,.364,1.3,6.7,.200,4.0,8.1,.500,1.3,1.3,1.000,1.3,5.4,6.7,10.8,0.0,0.0,1.3,2.7,13.4,,112,115,https://www.basketball-reference.com/players/j/jacksre01.html
232,Justin James,SG,23,SAC,8,0,97,7.6,16.2,.469,1.5,5.1,.300,6.1,11.1,.545,0.5,3.0,.167,0.0,5.1,5.1,3.0,1.0,2.0,1.0,3.5,17.2,,99,112,https://www.basketball-reference.com/players/j/jamesju01.html
233,LeBron James,PG,35,LAL,18,18,636,13.4,27.0,.496,2.7,7.8,.350,10.7,19.3,.555,5.5,8.1,.676,1.4,8.4,9.9,14.9,1.7,0.8,4.8,2.0,35.0,,117,103,https://www.basketball-reference.com/players/j/jamesle01.html
234,Amile Jefferson,PF,26,ORL,3,0,9,16.4,16.4,1.000,0.0,0.0,,16.4,16.4,1.000,0.0,0.0,,10.9,5.5,16.4,10.9,0.0,0.0,5.5,0.0,32.8,,157,112,https://www.basketball-reference.com/players/j/jeffeam01.html
235,DaQuan Jeffries,SG,22,SAC,2,0,11,4.5,4.5,1.000,0.0,0.0,,4.5,4.5,1.000,0.0,0.0,,4.5,0.0,4.5,4.5,0.0,0.0,0.0,4.5,8.9,,213,119,https://www.basketball-reference.com/players/j/jeffrda01.html
236,Alize Johnson,SF,23,IND,7,0,36,6.7,14.8,.455,0.0,0.0,,6.7,14.8,.455,4.0,5.4,.750,8.1,8.1,16.1,2.7,0.0,0.0,1.3,5.4,17.5,,120,108,https://www.basketball-reference.com/players/j/johnsal02.html
237,Cameron Johnson,PF,23,PHO,15,0,293,7.5,17.2,.435,4.8,11.6,.411,2.7,5.6,.486,2.5,2.7,.941,1.8,4.9,6.7,1.8,1.4,0.8,1.6,4.1,22.3,,114,110,https://www.basketball-reference.com/players/j/johnsca02.html
238,James Johnson,PF,32,MIA,6,0,68,5.6,12.6,.444,1.4,6.3,.222,4.2,6.3,.667,1.4,2.8,.500,1.4,6.3,7.7,2.8,2.1,1.4,2.8,3.5,14.0,,94,103,https://www.basketball-reference.com/players/j/johnsja01.html
239,Keldon Johnson,SF,20,SAS,1,0,2,0.0,23.7,.000,0.0,0.0,,0.0,23.7,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,122,https://www.basketball-reference.com/players/j/johnske04.html
240,Stanley Johnson,PF,23,TOR,5,0,19,7.5,22.5,.333,2.5,10.0,.250,5.0,12.5,.400,0.0,0.0,,5.0,12.5,17.5,0.0,2.5,0.0,10.0,15.0,17.5,,61,98,https://www.basketball-reference.com/players/j/johnsst04.html
241,Tyler Johnson,SG,27,PHO,17,3,345,5.5,14.2,.390,2.4,7.2,.340,3.1,7.0,.442,2.4,3.2,.750,0.7,3.9,4.6,5.5,0.8,0.8,2.4,3.7,16.0,,101,112,https://www.basketball-reference.com/players/j/johnsty01.html
242,Nikola Jokić,C,24,DEN,16,16,490,10.5,22.4,.467,1.6,6.6,.242,8.9,15.8,.560,3.2,4.1,.780,3.4,13.2,16.5,9.6,1.9,0.8,4.1,5.3,25.7,,109,99,https://www.basketball-reference.com/players/j/jokicni01.html
243,Damian Jones,C,24,ATL,17,9,308,7.3,10.5,.696,0.3,0.6,.500,7.0,9.9,.708,2.9,4.1,.704,3.9,5.3,9.3,2.0,1.4,2.4,1.7,8.3,17.7,,136,114,https://www.basketball-reference.com/players/j/jonesda03.html
244,Derrick Jones,SF,22,MIA,4,0,57,10.0,16.7,.600,0.8,3.3,.250,9.2,13.3,.688,2.5,2.5,1.000,2.5,4.2,6.7,1.7,2.5,0.0,1.7,9.2,23.3,,124,105,https://www.basketball-reference.com/players/j/jonesde02.html
245,Tyus Jones,PG,23,MEM,17,1,330,5.9,15.5,.378,0.7,3.9,.179,5.2,11.6,.446,2.1,2.9,.714,0.0,2.9,2.9,11.3,2.1,0.0,3.1,2.2,14.5,,98,115,https://www.basketball-reference.com/players/j/jonesty01.html
246,DeAndre Jordan,C,31,BRK,15,3,319,6.7,10.1,.667,0.0,0.0,,6.7,10.1,.667,3.1,4.8,.636,4.8,15.2,20.0,4.5,0.9,2.5,2.2,5.0,16.5,,133,104,https://www.basketball-reference.com/players/j/jordade01.html
247,Cory Joseph,PG,28,SAC,17,8,403,4.6,12.7,.365,0.6,3.0,.200,4.0,9.6,.418,1.5,1.5,1.000,1.3,4.1,5.5,8.0,1.5,1.2,2.7,4.4,11.3,,98,112,https://www.basketball-reference.com/players/j/josepco01.html
248,Mfiondu Kabengele,C,22,LAC,4,0,14,13.4,20.1,.667,10.0,16.7,.600,3.3,3.3,1.000,6.7,6.7,1.000,0.0,10.0,10.0,0.0,0.0,3.3,0.0,10.0,43.5,,182,103,https://www.basketball-reference.com/players/k/kabenmf01.html
249,Frank Kaminsky,C,26,PHO,17,5,400,6.5,16.3,.400,2.1,7.2,.290,4.4,9.1,.487,4.6,6.4,.709,1.6,8.9,10.5,4.1,0.6,0.8,2.3,4.1,19.7,,103,110,https://www.basketball-reference.com/players/k/kaminfr01.html
250,Enes Kanter,C,27,BOS,10,3,160,8.1,13.8,.587,0.0,0.3,.000,8.1,13.5,.600,5.4,8.4,.643,7.5,10.8,18.3,3.6,2.7,1.2,2.7,3.6,21.6,,126,99,https://www.basketball-reference.com/players/k/kanteen01.html
251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 251
252,Luke Kennard,SG,23,DET,18,15,611,7.8,18.1,.434,3.6,9.4,.381,4.3,8.7,.491,4.3,4.8,.885,0.3,4.9,5.2,6.3,0.7,0.2,2.1,3.2,23.5,,118,114,https://www.basketball-reference.com/players/k/kennalu01.html
253,Stanton Kidd,SF,27,UTA,4,0,15,0.0,9.6,.000,0.0,3.2,.000,0.0,6.4,.000,0.0,0.0,,0.0,9.6,9.6,3.2,0.0,0.0,6.4,9.6,0.0,,12,107,https://www.basketball-reference.com/players/k/kiddst01.html
254,Michael Kidd-Gilchrist,PF,26,CHO,2,0,18,5.4,26.8,.200,2.7,8.1,.333,2.7,18.8,.143,5.4,5.4,1.000,2.7,13.4,16.1,2.7,0.0,0.0,2.7,8.1,18.8,,73,113,https://www.basketball-reference.com/players/k/kiddgmi01.html
255,Maxi Kleber,C,28,DAL,16,5,409,5.1,12.2,.423,2.8,7.8,.358,2.3,4.3,.541,1.9,2.1,.889,2.7,8.1,10.8,2.0,0.5,1.5,1.4,3.9,15.0,,118,110,https://www.basketball-reference.com/players/k/klebima01.html
256,Brandon Knight,PG,28,CLE,6,0,76,7.0,20.3,.344,5.7,16.5,.346,1.3,3.8,.333,1.3,2.5,.500,0.6,3.8,4.4,7.6,1.3,0.0,3.8,5.1,21.0,,98,115,https://www.basketball-reference.com/players/k/knighbr03.html
257,Kevin Knox,SF,20,NYK,18,1,357,6.2,16.1,.385,3.3,8.7,.381,2.9,7.4,.389,3.7,5.8,.643,1.2,5.9,7.1,3.6,1.4,0.5,1.8,4.3,19.4,,108,114,https://www.basketball-reference.com/players/k/knoxke01.html
258,John Konchar,SG,23,MEM,1,0,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,122,https://www.basketball-reference.com/players/k/konchjo01.html
259,Furkan Korkmaz,SG,22,PHI,17,5,382,7.0,16.1,.438,3.6,10.0,.363,3.4,6.0,.563,1.5,1.9,.800,0.5,4.3,4.8,1.8,0.5,0.6,1.8,3.8,19.2,,106,108,https://www.basketball-reference.com/players/k/korkmfu01.html
260,Luke Kornet,C,24,CHI,11,0,126,5.6,16.4,.341,1.9,8.9,.208,3.7,7.4,.500,1.9,1.9,1.000,1.9,5.6,7.4,2.2,0.7,3.3,1.1,4.5,14.9,,95,108,https://www.basketball-reference.com/players/k/kornelu01.html
261,Kyle Korver,SF,38,MIL,15,0,217,6.0,15.6,.387,5.0,12.9,.387,1.0,2.7,.385,1.3,1.7,.750,1.3,3.1,4.4,0.6,1.0,0.8,2.5,2.5,18.3,,99,107,https://www.basketball-reference.com/players/k/korveky01.html
262,Rodions Kurucs,PF,21,BRK,10,0,99,4.2,10.8,.391,1.4,3.3,.429,2.8,7.5,.375,0.9,2.8,.333,2.3,8.0,10.3,0.5,2.3,0.0,5.6,7.5,10.8,,67,108,https://www.basketball-reference.com/players/k/kurucro01.html
263,Kyle Kuzma,PF,24,LAL,14,1,322,9.4,20.1,.467,3.7,10.3,.362,5.7,9.8,.576,3.1,4.0,.778,0.9,6.8,7.7,1.6,0.3,0.7,3.6,4.3,25.6,,102,107,https://www.basketball-reference.com/players/k/kuzmaky01.html
264,Skal Labissière,C,23,POR,19,0,317,8.0,13.8,.574,0.3,0.9,.333,7.7,13.0,.591,2.2,3.2,.682,6.0,8.1,14.1,3.1,0.6,3.1,3.2,7.5,18.4,,117,110,https://www.basketball-reference.com/players/l/labissk01.html
265,Jeremy Lamb,SG,27,IND,8,8,256,9.6,20.8,.464,2.1,6.6,.314,7.6,14.2,.533,4.3,4.9,.885,1.1,8.1,9.3,4.2,1.7,1.1,1.9,3.8,25.7,,114,103,https://www.basketball-reference.com/players/l/lambje01.html
266,Romeo Langford,SG,20,BOS,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,https://www.basketball-reference.com/players/l/langfro01.html
267,Zach LaVine,SG,24,CHI,19,19,604,11.5,26.2,.438,4.2,10.6,.397,7.3,15.7,.465,5.0,6.1,.823,1.2,4.7,5.9,5.7,1.9,0.8,5.0,3.9,32.2,,102,109,https://www.basketball-reference.com/players/l/lavinza01.html
268,Jake Layman,PF,25,MIN,14,2,369,7.6,16.4,.462,2.4,6.7,.352,5.2,9.7,.538,0.7,1.2,.600,1.5,3.6,5.1,1.4,1.5,1.2,2.2,3.9,18.3,,100,110,https://www.basketball-reference.com/players/l/laymaja01.html
269,T.J. Leaf,PF,22,IND,15,1,158,8.0,17.7,.448,1.5,3.4,.455,6.4,14.4,.447,1.5,2.4,.625,6.1,11.3,17.4,1.8,2.1,0.9,1.8,4.3,19.0,,109,100,https://www.basketball-reference.com/players/l/leaftj01.html
270,Courtney Lee,SG,34,DAL,5,3,47,10.2,17.3,.588,4.1,7.1,.571,6.1,10.2,.600,0.0,0.0,,0.0,2.0,2.0,3.1,0.0,2.0,0.0,5.1,24.4,,144,114,https://www.basketball-reference.com/players/l/leeco01.html
271,Damion Lee,SG,27,GSW,11,0,241,6.9,17.9,.385,2.4,6.9,.343,4.5,11.0,.411,5.5,6.5,.848,1.8,6.7,8.5,3.9,1.6,0.0,2.6,3.5,21.6,,105,115,https://www.basketball-reference.com/players/l/leeda03.html
272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 272
273,Alex Len,C,26,ATL,17,9,273,6.2,14.4,.429,0.7,4.3,.160,5.5,10.1,.542,3.8,5.8,.647,3.8,8.7,12.5,2.7,0.9,2.7,3.1,6.0,16.8,,99,112,https://www.basketball-reference.com/players/l/lenal01.html
274,Kawhi Leonard,SF,28,LAC,13,13,414,13.5,30.5,.442,2.5,8.2,.306,11.0,22.3,.492,8.6,10.3,.835,1.6,10.2,11.8,7.9,2.9,1.2,5.3,3.5,38.1,,107,99,https://www.basketball-reference.com/players/l/leonaka01.html
275,Meyers Leonard,PF,27,MIA,17,17,324,6.5,10.8,.595,2.2,4.3,.517,4.3,6.6,.644,0.6,1.2,.500,0.7,9.7,10.4,2.1,0.9,1.2,2.2,5.6,15.7,,114,104,https://www.basketball-reference.com/players/l/leoname01.html
276,Caris LeVert,SG,25,BRK,9,9,284,9.7,22.9,.421,2.1,5.9,.361,7.5,17.0,.442,3.3,5.1,.645,1.6,5.7,7.4,5.9,1.0,0.2,5.1,3.3,24.7,,93,112,https://www.basketball-reference.com/players/l/leverca01.html
277,Damian Lillard,PG,29,POR,17,17,629,10.7,24.1,.444,4.2,11.2,.371,6.5,12.8,.509,8.9,9.6,.930,0.8,5.4,6.2,9.3,1.4,0.7,3.4,2.7,34.4,,124,113,https://www.basketball-reference.com/players/l/lillada01.html
278,Nassir Little,PF,19,POR,12,3,196,5.2,12.9,.407,1.2,5.2,.227,4.0,7.6,.531,2.6,4.3,.611,3.8,7.9,11.7,1.4,1.2,1.0,1.4,6.2,14.3,,106,111,https://www.basketball-reference.com/players/l/littlna01.html
279,Kevon Looney,C,23,GSW,1,1,10,4.7,18.9,.250,4.7,4.7,1.000,0.0,14.2,.000,0.0,0.0,,23.7,18.9,42.6,4.7,0.0,0.0,4.7,14.2,14.2,,109,111,https://www.basketball-reference.com/players/l/looneke01.html
280,Brook Lopez,C,31,MIL,18,18,487,6.0,14.9,.406,2.6,8.7,.298,3.4,6.1,.561,3.4,3.7,.925,1.0,7.1,8.1,2.5,1.2,4.2,1.9,3.9,18.1,,109,100,https://www.basketball-reference.com/players/l/lopezbr01.html
281,Robin Lopez,C,31,MIL,18,0,241,6.0,12.2,.492,1.3,4.9,.269,4.7,7.3,.641,1.3,2.4,.538,2.8,5.6,8.4,1.5,0.6,1.7,4.3,5.6,14.6,,91,106,https://www.basketball-reference.com/players/l/lopezro01.html
282,Kevin Love,PF,31,CLE,15,15,474,7.8,17.8,.440,3.3,9.3,.352,4.6,8.6,.536,7.5,8.6,.881,1.6,15.7,17.3,4.0,1.1,0.6,4.5,2.3,26.5,,111,109,https://www.basketball-reference.com/players/l/loveke01.html
283,Kyle Lowry,PG,33,TOR,8,8,289,8.9,18.6,.478,4.8,11.2,.426,4.1,7.4,.556,6.1,6.9,.881,0.3,5.3,5.6,8.5,1.5,0.5,4.4,3.8,28.6,,120,106,https://www.basketball-reference.com/players/l/lowryky01.html
284,Timothé Luwawu-Cabarrot,SG,24,BRK,2,0,6,0.0,15.5,.000,0.0,7.8,.000,0.0,7.8,.000,7.8,15.5,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,,41,118,https://www.basketball-reference.com/players/l/luwawti01.html
285,Trey Lyles,PF,24,SAS,19,14,329,4.2,8.9,.468,2.0,4.8,.424,2.2,4.2,.517,0.7,1.3,.556,4.0,13.3,17.3,3.2,0.4,0.7,2.2,3.2,11.1,,115,113,https://www.basketball-reference.com/players/l/lylestr01.html
286,Daryl Macon,SG,24,MIA,3,0,13,3.7,11.0,.333,3.7,7.3,.500,0.0,3.7,.000,0.0,0.0,,0.0,0.0,0.0,3.7,0.0,0.0,7.3,3.7,11.0,,65,113,https://www.basketball-reference.com/players/m/maconda01.html
287,Josh Magette,PG,30,ORL,2,0,8,12.3,30.7,.400,0.0,0.0,,12.3,30.7,.400,0.0,0.0,,6.1,6.1,12.3,12.3,12.3,0.0,0.0,0.0,24.6,,108,84,https://www.basketball-reference.com/players/m/magetjo01.html
288,Thon Maker,C,22,DET,17,0,208,4.4,9.1,.487,1.4,3.0,.462,3.0,6.1,.500,3.7,7.2,.516,2.3,5.8,8.1,2.1,1.4,2.8,2.3,6.5,14.0,,107,108,https://www.basketball-reference.com/players/m/makerth01.html
289,Terance Mann,SG,23,LAC,14,3,117,5.2,10.8,.481,0.4,2.4,.167,4.8,8.4,.571,2.4,2.8,.857,0.4,6.0,6.4,6.8,1.6,0.0,2.8,6.0,13.2,,109,106,https://www.basketball-reference.com/players/m/mannte01.html
290,Boban Marjanović,C,31,DAL,8,1,104,11.0,22.1,.500,0.0,0.5,.000,11.0,21.6,.511,4.6,5.5,.833,5.5,11.5,17.0,2.3,0.9,0.5,3.2,6.4,26.7,,110,108,https://www.basketball-reference.com/players/m/marjabo01.html
291,Lauri Markkanen,PF,22,CHI,19,19,556,6.4,18.1,.353,2.4,8.7,.282,4.0,9.4,.420,6.0,7.3,.816,1.5,9.6,11.1,2.8,1.4,0.8,3.1,2.9,21.2,,97,107,https://www.basketball-reference.com/players/m/markkla01.html
292,Caleb Martin,SF,24,CHO,3,0,25,3.9,17.4,.222,0.0,5.8,.000,3.9,11.6,.333,1.9,5.8,.333,0.0,7.7,7.7,5.8,1.9,3.9,5.8,3.9,9.7,,51,108,https://www.basketball-reference.com/players/m/martica02.html
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 293
294,Cody Martin,SF,24,CHO,16,0,189,3.8,10.7,.357,0.3,4.6,.056,3.6,6.1,.583,3.8,5.6,.682,2.0,7.2,9.2,4.6,3.3,0.3,1.8,4.9,11.8,,101,109,https://www.basketball-reference.com/players/m/martico01.html
295,Kelan Martin,SF,24,MIN,8,0,116,5.9,17.4,.341,2.0,9.5,.208,4.0,7.9,.500,0.0,0.0,,0.8,9.1,9.9,0.8,0.4,0.4,1.2,7.1,13.9,,81,110,https://www.basketball-reference.com/players/m/martike03.html
296,Garrison Mathews,SG,23,WAS,2,0,14,0.0,6.6,.000,0.0,6.6,.000,0.0,0.0,,0.0,0.0,,0.0,3.3,3.3,6.6,0.0,0.0,3.3,9.8,0.0,,39,121,https://www.basketball-reference.com/players/m/mathega01.html
297,Wesley Matthews,SG,33,MIL,18,18,445,5.1,11.4,.446,3.2,8.1,.388,1.9,3.3,.594,1.7,2.1,.810,0.2,3.8,4.0,2.3,1.1,0.2,1.6,2.1,15.0,,113,108,https://www.basketball-reference.com/players/m/matthwe02.html
298,Patrick McCaw,SF,24,TOR,2,0,40,3.6,5.9,.600,1.2,3.6,.333,2.4,2.4,1.000,1.2,2.4,.500,2.4,4.8,7.1,3.6,3.6,0.0,3.6,3.6,9.5,,106,102,https://www.basketball-reference.com/players/m/mccawpa01.html
299,CJ McCollum,SG,28,POR,19,19,698,11.3,25.9,.437,3.2,8.6,.375,8.1,17.3,.467,2.3,2.8,.810,1.1,4.6,5.7,4.9,1.0,1.0,2.7,3.7,28.1,,105,114,https://www.basketball-reference.com/players/m/mccolcj01.html
300,T.J. McConnell,PG,27,IND,15,0,270,9.1,17.7,.515,0.2,0.5,.333,9.0,17.2,.521,1.4,1.6,.889,1.4,6.6,8.1,13.1,1.8,0.5,4.1,3.6,19.9,,111,104,https://www.basketball-reference.com/players/m/mccontj01.html
301,Jalen McDaniels,PF,22,CHO,1,0,3,16.1,32.2,.500,0.0,0.0,,16.1,32.2,.500,0.0,0.0,,16.1,0.0,16.1,0.0,0.0,0.0,0.0,0.0,32.2,,118,121,https://www.basketball-reference.com/players/m/mcdanja01.html
302,Doug McDermott,PF,28,IND,17,0,361,7.6,17.5,.435,3.7,8.4,.444,3.9,9.1,.426,1.1,1.3,.800,0.9,5.8,6.7,2.7,0.3,0.3,2.1,4.2,20.1,,105,108,https://www.basketball-reference.com/players/m/mcderdo01.html
303,JaVale McGee,C,32,LAL,18,18,299,9.0,14.6,.615,0.0,0.0,,9.0,14.6,.615,1.8,3.0,.579,5.4,11.7,17.1,2.1,1.6,3.4,2.2,5.6,19.7,,121,98,https://www.basketball-reference.com/players/m/mcgeeja01.html
304,Rodney McGruder,SG,28,LAC,15,2,260,4.1,10.8,.383,2.0,6.3,.314,2.2,4.5,.480,0.5,1.4,.375,2.0,4.5,6.5,2.2,0.7,0.5,1.3,4.7,10.8,,102,109,https://www.basketball-reference.com/players/m/mcgruro01.html
305,Alfonzo McKinnie,SF,27,CLE,12,0,141,4.8,11.3,.424,2.4,5.1,.467,2.4,6.2,.389,2.1,3.1,.667,1.7,7.9,9.6,1.0,1.7,1.0,2.1,5.5,14.0,,103,111,https://www.basketball-reference.com/players/m/mckinal01.html
306,Jordan McLaughlin,PG,23,MIN,4,0,57,3.2,12.1,.267,0.8,6.4,.125,2.4,5.6,.429,1.6,1.6,1.000,0.8,4.8,5.6,6.4,0.8,0.0,3.2,3.2,8.9,,79,112,https://www.basketball-reference.com/players/m/mclaujo01.html
307,Ben McLemore,SG,26,HOU,18,4,362,5.0,15.1,.333,3.8,13.0,.291,1.3,2.1,.588,2.6,3.2,.840,0.9,3.4,4.3,1.9,1.5,0.4,1.4,4.3,16.5,,103,112,https://www.basketball-reference.com/players/m/mclembe01.html
308,Jordan McRae,SG,28,WAS,10,0,169,8.7,17.4,.500,2.7,5.7,.476,6.0,11.7,.512,3.0,3.3,.917,0.5,6.0,6.5,7.1,1.4,1.1,2.7,5.4,23.1,,119,116,https://www.basketball-reference.com/players/m/mcraejo01.html
309,Nicolò Melli,C,29,NOP,16,3,263,5.9,12.9,.459,3.3,8.7,.380,2.6,4.2,.625,2.8,3.5,.800,2.1,6.3,8.4,3.7,1.7,0.5,2.1,5.4,17.9,,121,114,https://www.basketball-reference.com/players/m/mellini01.html
310,De'Anthony Melton,PG,21,MEM,7,0,57,6.5,17.0,.381,2.4,6.5,.375,4.0,10.5,.385,1.6,3.2,.500,0.8,5.7,6.5,7.3,4.9,0.8,4.9,4.0,17.0,,87,107,https://www.basketball-reference.com/players/m/meltode01.html
311,Chimezie Metu,PF,22,SAS,6,0,21,15.8,27.1,.583,0.0,0.0,,15.8,27.1,.583,4.5,9.0,.500,15.8,9.0,24.9,4.5,0.0,4.5,0.0,0.0,36.2,,138,111,https://www.basketball-reference.com/players/m/metuch01.html
312,Khris Middleton,SF,28,MIL,11,10,327,9.7,21.0,.461,3.5,9.0,.385,6.2,12.0,.517,5.0,5.7,.878,1.1,7.2,8.3,4.4,1.4,0.1,3.2,4.3,27.8,,112,105,https://www.basketball-reference.com/players/m/middlkh01.html
313,C.J. Miles,SG,32,WAS,10,0,161,5.4,16.8,.322,3.1,10.0,.314,2.3,6.8,.333,4.3,5.7,.750,1.1,2.3,3.4,3.4,2.9,1.1,1.1,4.0,18.3,,103,114,https://www.basketball-reference.com/players/m/milescj01.html
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Error on row 314
315,Malcolm Miller,SF,26,TOR,6,1,39,7.3,11.0,.667,6.1,9.7,.625,1.2,1.2,1.000,1.2,2.4,.500,0.0,6.1,6.1,2.4,0.0,0.0,2.4,3.7,21.9,,137,109,https://www.basketball-reference.com/players/m/millema01.html
316,Patty Mills,PG,31,SAS,19,1,429,8.4,17.6,.478,4.4,10.0,.444,4.0,7.6,.522,2.8,3.4,.806,0.4,2.3,2.8,4.4,2.0,0.4,2.4,3.4,24.0,,118,115,https://www.basketball-reference.com/players/m/millspa02.html
