,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
273,Alex Len,C,26,ATL,17,273,11.8,.495,.298,.405,8.9,20.7,14.8,8.4,0.9,5.4,15.4,17.7,,0.0,0.2,0.1,.022,,-3.4,0.3,-3.0,-0.1
274,Kawhi Leonard,SF,28,LAC,13,414,24.9,.544,.268,.338,3.5,21.9,12.9,29.8,2.9,2.4,13.2,35.2,,0.6,0.9,1.5,.176,,2.9,3.4,6.3,0.9
275,Meyers Leonard,PF,27,MIA,17,324,11.5,.690,.392,.108,1.9,21.9,12.5,6.4,0.9,2.4,16.2,12.3,,0.3,0.5,0.8,.125,,-1.7,1.4,-0.3,0.1
276,Caris LeVert,SG,25,BRK,9,284,11.0,.491,.257,.221,3.7,12.7,8.3,20.3,1.0,0.3,16.8,26.9,,-0.3,0.2,-0.2,-0.026,,-3.5,-1.9,-5.3,-0.2
277,Damian Lillard,PG,29,POR,17,629,25.6,.609,.466,.398,1.8,11.7,6.8,31.2,1.4,1.2,10.8,28.2,,2.6,0.3,2.9,.224,,7.5,-1.4,6.1,1.3
278,Nassir Little,PF,19,POR,12,196,10.3,.484,.407,.333,8.4,16.9,12.7,4.1,1.2,1.7,8.8,14.4,,0.1,0.1,0.2,.061,,-2.0,-0.6,-2.6,0.0
279,Kevon Looney,C,23,GSW,1,10,18.6,.375,.250,.000,52.9,43.2,48.1,14.1,0.0,0.0,20.0,21.0,,0.0,0.0,0.0,.110,,1.8,-2.9,-1.1,0.0
280,Brook Lopez,C,31,MIL,18,487,14.4,.549,.588,.250,2.3,14.8,8.8,7.3,1.2,8.0,10.1,16.5,,0.4,1.0,1.4,.138,,-1.0,4.0,3.0,0.6
281,Robin Lopez,C,31,MIL,18,241,7.4,.551,.400,.200,6.3,11.8,9.2,4.3,0.6,3.2,24.5,15.8,,-0.2,0.3,0.1,.027,,-4.1,0.4,-3.7,-0.1
282,Kevin Love,PF,31,CLE,15,474,19.1,.613,.520,.480,3.6,35.6,19.3,13.2,1.1,1.1,17.2,23.0,,0.7,0.5,1.2,.120,,0.9,0.2,1.1,0.4
283,Kyle Lowry,PG,33,TOR,8,289,20.0,.662,.602,.372,0.8,10.6,6.0,27.3,1.5,0.9,17.0,23.5,,0.8,0.4,1.2,.205,,4.6,-0.5,4.1,0.4
284,Timothé Luwawu-Cabarrot,SG,24,BRK,2,6,-9.0,.174,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,,0.0,0.0,0.0,-0.305,,-13.1,-6.5,-19.5,0.0
285,Trey Lyles,PF,24,SAS,19,329,12.1,.584,.532,.145,8.9,30.6,19.5,8.4,0.4,1.3,18.5,10.4,,0.3,0.2,0.5,.074,,-1.0,-0.4,-1.4,0.0
286,Daryl Macon,SG,24,MIA,3,13,-3.0,.500,.667,.000,0.0,0.0,0.0,10.4,0.0,0.0,40.0,16.5,,0.0,0.0,0.0,-0.141,,-9.5,-5.5,-15.0,0.0
287,Josh Magette,PG,30,ORL,2,8,33.5,.400,.000,.000,12.6,13.9,13.2,46.6,12.3,0.0,0.0,27.1,,0.0,0.0,0.0,.253,,6.9,10.0,16.9,0.0
288,Thon Maker,C,22,DET,17,208,10.7,.570,.333,.795,5.6,13.6,9.7,6.1,1.4,4.8,16.0,13.1,,0.1,0.2,0.3,.078,,-2.4,1.5,-0.9,0.1
289,Terance Mann,SG,23,LAC,14,117,9.7,.549,.222,.259,0.9,12.9,7.0,19.5,1.6,0.0,18.9,13.0,,0.1,0.1,0.2,.096,,-2.8,0.1,-2.6,0.0
290,Boban Marjanović,C,31,DAL,8,104,17.9,.544,.021,.250,12.3,24.1,18.4,7.5,0.9,0.8,11.6,24.4,,0.1,0.1,0.3,.120,,-2.7,-2.1,-4.8,-0.1
291,Lauri Markkanen,PF,22,CHI,19,556,11.8,.497,.479,.405,3.2,22.2,12.2,8.9,1.4,1.7,12.7,21.6,,-0.2,0.7,0.5,.042,,-3.2,0.1,-3.1,-0.2
292,Caleb Martin,SF,24,CHO,3,25,-1.1,.242,.333,.333,0.0,18.7,8.9,16.6,1.9,7.1,22.5,23.0,,-0.2,0.0,-0.1,-0.268,,-13.6,2.3,-11.3,-0.1
293,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,Cody Martin,SF,24,CHO,16,189,10.5,.445,.429,.524,4.5,17.3,10.6,13.2,3.3,0.5,11.9,13.4,,0.0,0.2,0.2,.049,,-2.8,0.9,-1.9,0.0
295,Kelan Martin,SF,24,MIN,8,116,2.9,.398,.545,.000,1.8,20.1,10.9,2.4,0.4,0.7,6.4,16.5,,-0.2,0.1,-0.1,-0.040,,-7.0,-2.7,-9.7,-0.2
296,Garrison Mathews,SG,23,WAS,2,14,-7.1,.000,1.000,.000,0.0,8.0,3.9,15.1,0.0,0.0,33.3,8.8,,-0.1,0.0,-0.1,-0.199,,-9.0,-3.2,-12.2,0.0
297,Wesley Matthews,SG,33,MIL,18,445,9.6,.610,.714,.188,0.5,7.9,4.3,6.6,1.1,0.4,11.7,12.6,,0.4,0.5,0.9,.100,,0.1,-0.7,-0.6,0.2
298,Patrick McCaw,SF,24,TOR,2,40,10.1,.680,.600,.400,5.5,9.6,7.7,9.7,3.6,0.0,33.8,9.5,,0.0,0.1,0.1,.105,,-0.7,2.8,2.1,0.0
299,CJ McCollum,SG,28,POR,19,698,15.9,.518,.331,.109,2.3,9.9,6.2,17.0,1.0,1.8,9.0,26.5,,0.6,0.3,0.9,.058,,0.5,-1.5,-1.0,0.2
300,T.J. McConnell,PG,27,IND,15,270,18.0,.539,.030,.091,3.2,14.8,9.0,38.5,1.8,1.0,18.3,20.0,,0.4,0.4,0.8,.145,,-0.4,0.7,0.2,0.2
301,Jalen McDaniels,PF,22,CHO,1,3,26.8,.500,.000,.000,35.3,0.0,18.5,0.0,0.0,0.0,0.0,28.8,,0.0,0.0,0.0,.124,,1.0,-12.3,-11.4,0.0
302,Doug McDermott,PF,28,IND,17,361,10.1,.554,.481,.076,2.1,12.9,7.5,7.6,0.3,0.5,10.6,18.0,,0.2,0.4,0.6,.076,,-1.1,-1.4,-2.5,0.0
303,JaVale McGee,C,32,LAL,18,299,20.4,.619,.000,.209,12.8,26.7,19.8,6.2,1.6,6.3,12.4,16.2,,0.6,0.7,1.3,.210,,-1.1,3.7,2.6,0.3
304,Rodney McGruder,SG,28,LAC,15,260,6.1,.472,.583,.133,4.4,9.7,7.1,6.0,0.7,1.0,9.9,11.1,,0.0,0.3,0.3,.053,,-2.1,0.3,-1.8,0.0
305,Alfonzo McKinnie,SF,27,CLE,12,141,9.5,.555,.455,.273,3.7,17.9,10.7,3.1,1.7,1.8,14.0,13.0,,0.0,0.1,0.1,.048,,-3.0,-0.3,-3.3,0.0
306,Jordan McLaughlin,PG,23,MIN,4,57,2.9,.346,.533,.133,1.8,10.6,6.2,18.3,0.8,0.0,20.1,14.2,,-0.1,0.0,-0.1,-0.062,,-6.6,-1.7,-8.4,-0.1
307,Ben McLemore,SG,26,HOU,18,362,8.2,.500,.858,.208,2.0,7.6,4.8,5.7,1.5,0.7,7.7,15.9,,0.1,0.2,0.3,.044,,-1.1,-2.0,-3.1,-0.1
308,Jordan McRae,SG,28,WAS,10,169,16.9,.613,.328,.188,1.3,14.5,7.8,20.3,1.4,2.0,12.6,19.2,,0.4,0.0,0.4,.113,,1.1,-1.5,-0.5,0.1
309,Nicolò Melli,C,29,NOP,16,263,13.7,.622,.676,.270,4.7,15.0,9.7,10.7,1.7,1.0,12.7,14.6,,0.5,0.1,0.6,.107,,1.5,-1.1,0.4,0.2
310,De'Anthony Melton,PG,21,MEM,7,57,11.5,.461,.381,.190,1.9,13.2,7.5,21.6,4.9,1.5,20.9,20.9,,-0.1,0.1,0.0,-0.018,,-3.6,1.1,-2.5,0.0
311,Chimezie Metu,PF,22,SAS,6,21,42.1,.581,.000,.333,34.8,20.8,28.0,17.4,0.0,7.9,0.0,27.6,,0.1,0.0,0.2,.362,,9.9,0.6,10.6,0.1
312,Khris Middleton,SF,28,MIL,11,327,17.3,.591,.428,.270,2.5,15.1,9.0,14.3,1.4,0.3,11.9,24.1,,0.6,0.5,1.0,.153,,1.4,-1.0,0.3,0.2
313,C.J. Miles,SG,32,WAS,10,161,11.3,.472,.593,.339,2.7,5.5,4.1,9.0,2.9,2.1,5.6,18.3,,0.1,0.1,0.1,.032,,-0.5,-1.5,-2.0,0.0
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,Malcolm Miller,SF,26,TOR,6,39,15.2,.911,.889,.222,0.0,12.3,6.6,7.4,0.0,0.0,16.8,13.0,,0.1,0.0,0.1,.170,,3.4,-2.2,1.3,0.0
316,Patty Mills,PG,31,SAS,19,429,16.1,.628,.566,.195,1.0,5.4,3.1,13.2,2.0,0.8,11.3,19.1,,0.8,0.1,0.9,.103,,3.0,-3.1,-0.1,0.2
317,Paul Millsap,PF,34,DEN,16,423,20.4,.619,.268,.425,8.3,15.9,12.1,7.5,1.6,2.9,8.1,19.9,,1.3,0.8,2.0,.232,,2.2,1.6,3.8,0.6
318,Shake Milton,SG,23,PHI,8,70,-1.0,.468,.586,.241,1.6,9.3,5.5,8.0,0.7,0.0,27.2,26.7,,-0.3,0.1,-0.2,-0.149,,-8.4,-3.6,-12.0,-0.2
319,Donovan Mitchell,SG,23,UTA,18,625,21.2,.553,.298,.265,3.5,12.0,8.0,20.8,1.8,0.7,8.8,31.8,,1.1,0.9,2.0,.155,,2.9,0.1,2.9,0.8
320,Naz Mitrou-Long,SG,26,IND,3,43,10.6,.438,.688,.000,0.0,15.1,7.6,21.6,1.1,2.0,11.1,17.9,,0.0,0.1,0.0,.048,,-2.3,-0.2,-2.5,0.0
321,Malik Monk,SG,21,CHO,19,399,12.8,.550,.451,.171,1.6,12.6,6.8,17.5,0.8,0.9,13.7,22.1,,0.2,0.1,0.3,.031,,-0.9,-2.8,-3.8,-0.2
322,E'Twaun Moore,SG,30,NOP,13,277,12.8,.519,.363,.129,4.8,10.7,7.6,11.2,0.8,0.3,5.8,20.4,,0.3,0.0,0.3,.051,,-0.2,-3.4,-3.6,-0.1
323,Ja Morant,PG,20,MEM,16,457,19.7,.544,.139,.335,3.7,8.2,6.0,37.0,2.2,1.0,16.6,30.5,,0.5,0.2,0.6,.065,,1.5,-2.0,-0.5,0.2
324,Juwan Morgan,PF,22,UTA,1,3,-1.4,,,,0.0,34.3,18.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.083,,-9.2,0.2,-8.9,0.0
325,Marcus Morris,SF,30,NYK,18,594,16.3,.572,.385,.315,3.7,16.6,9.8,6.8,1.5,1.8,10.7,23.4,,0.9,0.3,1.2,.097,,0.4,-1.8,-1.4,0.1
326,Markieff Morris,PF,30,DET,18,419,11.8,.574,.461,.195,2.2,16.5,9.4,10.5,1.4,0.8,15.6,20.6,,0.1,0.3,0.4,.047,,-1.2,-1.3,-2.5,-0.1
327,Monte Morris,PG,24,DEN,16,277,14.9,.484,.157,.185,1.5,10.0,5.7,30.0,1.1,1.0,7.9,19.5,,0.3,0.4,0.7,.120,,-1.4,-0.9,-2.3,0.0
328,Johnathan Motley,PF,24,LAC,2,4,11.5,.500,.333,.000,26.2,25.1,25.7,82.6,0.0,0.0,40.0,51.1,,0.0,0.0,0.0,-0.134,,2.4,5.1,7.5,0.0
329,Emmanuel Mudiay,PG,23,UTA,15,249,14.5,.578,.228,.218,2.3,15.7,9.3,25.9,1.2,1.3,21.3,24.6,,0.0,0.4,0.4,.076,,-1.6,0.9,-0.8,0.1
330,Dejounte Murray,PG,23,SAS,16,360,17.8,.535,.147,.287,5.8,25.5,15.4,26.2,3.0,1.1,20.3,22.5,,0.1,0.4,0.5,.070,,-0.5,1.8,1.3,0.3
331,Jamal Murray,PG,22,DEN,16,527,17.6,.537,.336,.178,2.6,12.2,7.3,23.5,2.4,1.1,12.8,25.9,,0.4,0.9,1.4,.125,,1.3,1.1,2.4,0.6
332,Džanan Musa,SF,20,BRK,13,211,6.1,.441,.493,.338,3.0,16.1,9.7,9.2,1.3,0.4,18.1,19.5,,-0.4,0.2,-0.2,-0.051,,-5.8,-1.4,-7.2,-0.3
333,Mike Muscala,C,28,OKC,13,150,8.2,.423,.750,.154,4.4,19.2,11.9,13.4,1.0,1.6,8.3,17.7,,-0.1,0.2,0.1,.021,,-2.3,-0.5,-2.8,0.0
334,Sviatoslav Mykhailiuk,SF,22,DET,13,205,7.4,.614,.792,.042,1.1,6.6,3.9,10.3,0.9,0.4,19.7,12.9,,0.1,0.1,0.1,.032,,-1.0,-2.5,-3.5,-0.1
335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Abdel Nader,SF,26,OKC,10,131,11.8,.607,.524,.357,3.4,11.4,7.5,5.8,1.1,1.8,19.8,20.3,,0.0,0.1,0.1,.043,,-2.2,-1.5,-3.8,-0.1
337,Larry Nance,C,27,CLE,16,414,19.0,.617,.416,.232,8.7,23.0,15.7,8.1,2.2,1.2,9.2,15.6,,1.0,0.4,1.4,.157,,2.3,0.8,3.0,0.5
338,Shabazz Napier,PG,28,MIN,6,133,12.6,.470,.721,.372,0.8,10.6,5.7,27.5,3.1,1.8,19.3,19.0,,0.0,0.2,0.1,.050,,-2.0,0.2,-1.8,0.0
339,Raul Neto,PG,27,PHI,15,182,10.6,.580,.300,.040,1.2,8.4,4.9,17.6,1.8,0.9,22.8,15.3,,0.0,0.3,0.3,.068,,-3.0,-0.5,-3.4,-0.1
340,Georges Niang,PF,26,UTA,13,128,9.4,.614,.605,.211,0.9,13.7,7.6,8.5,0.0,1.3,14.4,16.5,,0.1,0.1,0.2,.091,,-1.4,-0.8,-2.2,0.0
341,Nerlens Noel,C,25,OKC,16,292,21.4,.686,.000,.400,7.6,20.1,13.9,13.0,2.6,7.7,18.5,16.3,,0.7,0.6,1.3,.207,,0.1,6.0,6.0,0.6
342,Zach Norvell,SG,22,LAL,2,5,-5.7,.000,.000,.000,0.0,21.9,11.1,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.148,,-14.4,-2.7,-17.1,0.0
343,Jaylen Nowell,SG,20,MIN,2,15,3.0,.338,.750,.250,0.0,6.7,3.4,26.0,0.0,0.0,18.4,14.8,,0.0,0.0,0.0,-0.064,,-6.5,-4.8,-11.3,0.0
344,Frank Ntilikina,PG,21,NYK,17,452,10.3,.471,.415,.160,1.8,7.7,4.6,19.7,2.8,2.2,13.7,12.3,,0.2,0.3,0.5,.052,,-1.9,0.4,-1.5,0.1
345,Kendrick Nunn,SG,24,MIA,17,499,15.0,.579,.427,.095,0.5,8.2,4.6,19.0,2.1,1.0,13.3,24.0,,0.4,0.7,1.1,.107,,0.3,-1.0,-0.7,0.2
346,David Nwaba,SF,27,BRK,11,119,11.2,.747,.400,.667,3.6,15.6,9.7,4.5,1.6,4.0,20.5,8.5,,0.1,0.1,0.3,.114,,-2.1,2.0,-0.1,0.1
347,Royce O'Neale,PF,26,UTA,18,521,8.8,.658,.603,.164,0.2,15.8,8.4,12.1,1.2,1.0,17.0,7.9,,0.5,0.8,1.3,.121,,-0.5,2.8,2.3,0.6
348,Kyle O'Quinn,C,29,PHI,13,120,16.5,.603,.364,.182,12.3,27.2,19.9,20.1,0.8,5.0,25.2,16.8,,0.1,0.2,0.4,.142,,-0.6,3.6,3.0,0.2
349,Semi Ojeleye,PF,25,BOS,17,214,5.5,.485,.564,.128,1.9,10.5,6.2,3.7,1.1,0.4,6.8,8.8,,0.0,0.2,0.3,.057,,-3.3,0.2,-3.1,-0.1
350,Jahlil Okafor,C,24,NOP,11,193,20.6,.672,.016,.500,11.1,17.6,14.3,10.3,0.9,5.8,17.9,20.0,,0.5,0.1,0.6,.146,,0.4,1.2,1.6,0.2
351,Elie Okobo,PG,22,PHO,12,137,16.7,.532,.458,.354,1.6,9.0,5.2,35.5,1.4,0.0,6.7,18.5,,0.3,0.1,0.4,.154,,1.9,-3.3,-1.4,0.0
352,Josh Okogie,SG,21,MIN,16,391,13.3,.564,.384,.556,6.3,15.8,11.0,11.0,2.1,1.2,16.3,15.3,,0.4,0.5,0.9,.106,,-1.2,1.4,0.2,0.2
353,KZ Okpala,SF,20,MIA,2,3,-13.3,,,,0.0,35.8,19.0,0.0,0.0,0.0,100.0,14.3,,0.0,0.0,0.0,-0.377,,-22.8,-0.7,-23.5,0.0
354,Kelly Olynyk,C,28,MIA,17,402,13.5,.620,.607,.196,5.5,20.8,13.6,9.8,2.1,1.7,17.6,15.8,,0.4,0.7,1.2,.138,,0.1,1.9,2.0,0.4
355,Miye Oni,SG,22,UTA,2,4,-12.9,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.9,,0.0,0.0,0.0,-0.314,,-15.7,1.9,-13.8,0.0
356,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,Cedi Osman,SF,24,CLE,18,534,9.3,.516,.523,.168,1.8,12.5,7.1,10.3,1.6,0.6,12.1,14.5,,0.1,0.3,0.3,.030,,-1.1,-0.2,-1.3,0.1
358,Kelly Oubre,SF,24,PHO,17,518,16.6,.573,.323,.368,4.8,16.0,10.3,8.3,2.0,1.5,10.2,23.4,,0.7,0.6,1.3,.117,,0.2,-0.1,0.1,0.3
359,Jabari Parker,PF,24,ATL,18,508,20.4,.580,.285,.206,8.3,17.4,12.8,12.8,2.5,1.6,11.0,25.2,,0.9,0.3,1.2,.112,,2.6,-1.1,1.6,0.5
360,Chandler Parsons,SF,31,ATL,2,19,16.9,.571,.714,.000,5.8,11.6,8.7,0.0,7.4,0.0,12.5,17.4,,0.0,0.0,0.0,.085,,-0.1,-1.4,-1.5,0.0
361,Eric Paschall,PF,23,GSW,18,566,15.8,.582,.197,.346,4.7,13.9,9.3,8.5,0.6,1.1,9.6,21.6,,0.9,0.0,0.9,.075,,-0.3,-2.9,-3.2,-0.2
362,Patrick Patterson,PF,30,LAC,17,243,9.8,.524,.771,.114,5.2,14.9,10.1,7.2,0.4,0.7,7.5,13.4,,0.2,0.3,0.5,.097,,-0.2,-0.7,-0.9,0.1
363,Justin Patton,C,22,OKC,2,9,-10.2,.333,.333,.000,0.0,23.7,12.1,0.0,0.0,0.0,25.0,19.5,,-0.1,0.0,0.0,-0.231,,-15.0,-5.5,-20.5,0.0
364,Chris Paul,PG,34,OKC,17,518,20.6,.609,.394,.457,1.1,13.4,7.3,29.2,2.8,0.0,13.4,22.1,,1.4,0.6,2.0,.184,,3.5,0.0,3.5,0.7
365,Elfrid Payton,PG,25,NYK,4,102,13.7,.506,.276,.207,3.0,9.9,6.2,22.1,4.8,0.0,18.1,16.1,,0.0,0.1,0.2,.072,,-1.5,0.6,-1.0,0.0
366,Theo Pinson,SG,24,BRK,9,137,5.0,.361,.482,.143,1.5,8.3,5.0,25.2,2.0,0.0,16.8,21.6,,-0.3,0.1,-0.2,-0.087,,-5.9,-2.5,-8.5,-0.2
367,Mason Plumlee,C,29,DEN,16,267,19.0,.585,.025,.506,11.6,22.8,17.1,20.2,1.6,4.5,19.9,19.3,,0.4,0.6,1.0,.173,,-0.5,4.7,4.2,0.4
368,Vincent Poirier,C,26,BOS,6,31,8.5,.394,.000,.250,16.6,9.9,13.2,13.2,1.6,6.1,25.3,16.3,,0.0,0.1,0.0,.028,,-4.9,4.2,-0.8,0.0
369,Jakob Pöltl,C,24,SAS,19,334,17.6,.574,.000,.350,13.1,22.3,17.6,11.2,1.4,4.7,16.3,13.9,,0.6,0.3,0.9,.123,,-0.2,2.3,2.1,0.4
370,Shamorie Ponds,PG,21,TOR,1,6,27.1,.667,.333,.000,0.0,16.0,8.5,65.1,0.0,0.0,0.0,21.4,,0.0,0.0,0.1,.413,,10.6,-3.5,7.1,0.0
371,Jordan Poole,SG,20,GSW,19,495,3.7,.384,.510,.200,0.9,10.3,5.5,13.0,1.1,0.7,11.4,20.9,,-1.2,0.0,-1.1,-0.110,,-5.7,-3.2,-8.9,-0.9
372,Kevin Porter,SF,19,CLE,17,355,8.3,.471,.339,.229,1.8,13.9,7.7,14.4,1.9,1.0,15.5,17.1,,-0.2,0.2,0.0,-0.003,,-3.3,-0.1,-3.3,-0.1
373,Michael Porter,PF,21,DEN,10,90,10.3,.493,.294,.235,9.2,17.8,13.4,6.6,0.0,3.1,13.8,20.6,,0.0,0.1,0.1,.054,,-4.2,-0.5,-4.7,-0.1
374,Otto Porter,SF,26,CHI,9,226,13.6,.544,.476,.238,3.5,11.0,7.1,9.6,1.9,1.2,7.0,18.2,,0.3,0.2,0.5,.100,,-0.3,-0.5,-0.8,0.1
375,Bobby Portis,C,24,NYK,18,405,13.5,.485,.309,.097,8.2,21.6,14.5,8.5,1.5,1.5,9.5,19.9,,0.1,0.3,0.4,.047,,-2.1,-1.0,-3.2,-0.1
376,Kristaps Porziņģis,PF,24,DAL,16,499,17.3,.513,.391,.254,5.8,24.1,15.2,7.6,0.8,5.6,9.0,26.4,,0.2,0.7,1.0,.093,,-2.2,0.6,-1.5,0.1
377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,Dwight Powell,C,28,DAL,14,354,12.4,.669,.119,.388,6.9,10.2,8.6,6.8,1.4,1.4,16.9,11.2,,0.6,0.3,0.9,.116,,0.3,0.9,1.2,0.3
379,Norman Powell,SG,26,TOR,17,463,11.6,.557,.475,.225,2.1,12.3,7.5,8.4,1.1,1.2,12.4,18.6,,0.2,0.6,0.8,.088,,-1.0,0.3,-0.7,0.2
380,Julius Randle,PF,25,NYK,18,587,14.4,.511,.265,.328,7.7,22.3,14.6,19.0,1.2,0.5,17.4,25.3,,-0.1,0.3,0.2,.019,,-1.1,-0.7,-1.8,0.0
381,Cam Reddish,SF,20,ATL,16,395,4.5,.395,.441,.243,2.5,13.4,8.0,9.8,1.8,1.2,16.2,18.8,,-0.9,0.1,-0.8,-0.096,,-5.6,-1.5,-7.2,-0.5
382,J.J. Redick,SG,35,NOP,17,479,15.3,.649,.691,.287,0.9,10.6,5.5,9.4,0.8,0.9,10.7,19.0,,1.1,0.0,1.0,.105,,2.9,-3.1,-0.2,0.2
383,Josh Richardson,SG,26,PHI,16,512,14.7,.571,.407,.245,2.2,9.6,6.0,16.9,1.7,1.7,14.1,21.8,,0.5,0.7,1.3,.118,,0.5,0.0,0.5,0.3
384,Austin Rivers,SG,27,HOU,18,423,8.2,.503,.568,.184,2.7,7.9,5.3,7.3,0.9,0.4,7.5,14.0,,0.2,0.2,0.4,.043,,-1.9,-1.7,-3.6,-0.2
385,Duncan Robinson,SF,25,MIA,17,425,11.7,.627,.815,.089,0.6,9.8,5.5,4.5,1.5,1.6,7.9,15.4,,0.5,0.6,1.1,.124,,1.1,-0.5,0.6,0.3
386,Glenn Robinson,SF,26,GSW,19,604,13.9,.575,.328,.140,5.6,10.4,8.0,10.3,1.6,0.6,7.9,14.9,,0.9,0.1,1.0,.079,,0.8,-1.3,-0.5,0.2
387,Jerome Robinson,SG,22,LAC,14,152,5.4,.451,.511,.085,0.0,9.9,5.1,12.4,1.2,3.0,17.0,15.8,,-0.2,0.2,0.0,.004,,-4.7,0.8,-3.8,-0.1
388,Justin Robinson,PG,22,WAS,4,12,9.0,.500,.200,.000,8.9,18.6,13.6,21.4,0.0,0.0,28.6,23.9,,0.0,0.0,0.0,-0.096,,-5.3,-3.2,-8.4,0.0
389,Mitchell Robinson,C,21,NYK,14,276,26.1,.742,.000,.514,14.2,19.5,16.7,5.6,1.6,10.1,12.8,15.6,,1.1,0.4,1.4,.249,,2.2,4.2,6.3,0.6
390,Rajon Rondo,PG,33,LAL,8,171,14.5,.492,.410,.115,2.6,14.1,8.4,34.6,2.5,0.0,19.0,19.7,,0.1,0.3,0.4,.106,,-1.0,-0.1,-1.1,0.0
391,Derrick Rose,PG,31,DET,13,309,20.8,.565,.160,.237,2.3,6.6,4.5,42.2,1.7,1.6,16.9,31.6,,0.4,0.2,0.6,.101,,1.6,-2.8,-1.2,0.1
392,Terrence Ross,SG,28,ORL,15,360,11.6,.506,.568,.179,1.4,12.3,6.6,6.8,1.9,0.7,9.3,23.2,,-0.1,0.4,0.3,.038,,-1.6,-1.5,-3.1,-0.1
393,Terry Rozier,PG,25,CHO,19,613,14.5,.549,.435,.238,2.4,11.6,6.8,22.0,1.7,0.6,16.1,24.9,,0.3,0.2,0.5,.039,,0.3,-1.9,-1.6,0.1
394,Ricky Rubio,PG,29,PHO,12,364,16.0,.512,.293,.316,2.1,17.9,9.9,36.5,1.9,0.0,14.2,20.6,,0.5,0.4,0.9,.122,,0.5,0.3,0.8,0.3
395,D'Angelo Russell,SG,23,GSW,10,315,21.7,.571,.422,.316,0.7,11.7,6.1,39.5,1.2,1.4,13.8,33.0,,0.5,0.0,0.5,.083,,5.0,-3.4,1.6,0.3
396,Domantas Sabonis,C,23,IND,15,510,21.5,.569,.086,.305,12.2,30.0,21.1,15.8,0.9,1.5,13.5,24.2,,1.1,0.9,2.0,.190,,1.2,2.1,3.3,0.7
397,JaKarr Sampson,SF,26,IND,9,166,10.0,.567,.244,.171,4.6,11.0,7.8,3.2,1.5,3.2,12.0,12.9,,0.1,0.3,0.3,.095,,-2.2,1.7,-0.5,0.1
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,Dario Šarić,PF,25,PHO,17,468,13.2,.544,.500,.133,6.5,21.6,13.9,10.3,1.8,1.3,13.0,17.5,,0.3,0.6,0.8,.087,,-0.2,1.2,1.0,0.4
400,Tomáš Satoranský,PG,28,CHI,19,495,14.5,.575,.399,.147,3.4,10.3,6.7,29.3,2.7,0.6,21.2,16.1,,0.5,0.5,1.0,.102,,-0.1,0.2,0.1,0.3
401,Admiral Schofield,SF,22,WAS,6,52,17.3,.935,.700,.400,4.1,12.9,8.4,2.4,0.0,0.0,0.0,9.3,,0.2,0.0,0.2,.187,,4.8,-4.5,0.3,0.0
402,Dennis Schröder,PG,26,OKC,17,490,12.7,.518,.347,.216,1.8,13.5,7.8,22.1,1.4,0.8,16.8,26.2,,-0.3,0.4,0.1,.009,,-2.0,-0.8,-2.8,-0.1
403,Mike Scott,PF,31,PHI,18,341,10.1,.561,.621,.095,4.3,15.6,10.1,4.8,0.7,0.5,6.6,13.2,,0.4,0.4,0.8,.109,,-0.7,-1.0,-1.8,0.0
404,Thabo Sefolosha,PF,35,HOU,15,165,7.7,.382,.632,.000,6.2,16.0,11.1,11.1,1.7,2.1,9.5,10.3,,0.0,0.2,0.2,.048,,-3.2,1.3,-1.9,0.0
405,Collin Sexton,SG,21,CLE,18,549,14.5,.518,.248,.238,3.3,8.6,5.9,13.3,1.1,0.2,9.8,26.9,,0.2,0.1,0.3,.030,,-0.5,-3.1,-3.6,-0.2
406,Landry Shamet,SG,22,LAC,10,294,6.3,.559,.753,.130,0.0,5.1,2.6,7.7,0.6,0.3,12.8,13.0,,0.1,0.2,0.4,.059,,-0.8,-1.1,-1.9,0.0
407,Iman Shumpert,SG,29,BRK,7,132,4.7,.417,.686,.143,4.0,12.5,8.3,5.1,2.5,0.6,17.7,14.2,,-0.2,0.1,-0.1,-0.030,,-4.6,0.1,-4.6,-0.1
408,Pascal Siakam,PF,25,TOR,17,624,20.9,.578,.310,.246,4.4,18.0,11.6,18.2,1.1,1.9,11.2,29.5,,1.2,1.0,2.2,.171,,2.3,0.9,3.2,0.8
409,Chris Silva,PF,23,MIA,16,161,17.2,.699,.054,.541,23.5,23.3,23.4,10.4,1.2,7.3,33.4,18.4,,0.2,0.3,0.6,.171,,-0.5,4.4,3.9,0.2
